"SITECODE","LCODE","SDATE","SHOUR","SMINS","RECORDER","RECCODE","TEMP","SUNPERC","WSPEEDB","WEEK"
"T03","01",24-SEP-03,11,45,"HDN","2",15,10,2,26
"T06","01",24-SEP-03,11,50,"JEB","4",17,10,1,26
"T02","02",26-SEP-03,15,15,"DH","4",13.2,10,5,26
"T02","01",26-SEP-03,13,30,"DH","4",13.2,10,5,26
"T08","01",16-MAR-04,13,10,"Michelle Taylor","3",16.5,10,5,
"T01","01",30-MAR-04,13,40,"Simon McMillan","4",15,10,3,
"T08","01",30-MAR-04,14,50,"Michele Taylor","6",15,10,5,
"T06","01",31-MAR-04,11,30,"John E Bater","4",14,10,1,1
"T10","01",31-MAR-04,13,30,"Stuart Corbett","4",20,10,3,1
"T05","01",02-APR-04,13,20,"Belinda Wheeler","6",14,9,3,1
"T06","01",02-APR-04,15,0,"John E Bater","4",15,10,1,1
"T10","01",02-APR-04,11,0,"Stuart Corbett","4",13,10,3,1
"T05","01",09-APR-04,12,5,"Belinda Wheeler","6",14,10,1,2
"T04","02",11-APR-04,12,0,"Ian H Findlay","1",12.3,10,1,2
"T07","01",13-APR-04,13,40,"Gordon Common","2",12,6,2,2
"T06","01",13-APR-04,11,45,"John E Bater","4",15,10,1,2
"T01","01",13-APR-04,11,15,"Simon McMillan","4",15,10,3,2
"T09","01",14-APR-04,13,5,"Christine Tilbury","7",17,10,1,3
"T10","01",15-APR-04,13,0,"Stuart Corbett","4",16,8,9,3
"T09","01",16-APR-04,13,0,"Christine Tilbury","7",17,9,2,3
"T08","01",16-APR-04,13,50,"Michele Taylor","6",18,5,3,3
"T01","01",19-APR-04,13,55,"Simon McMillan","4",14,10,3,3
"T02","01",19-APR-04,13,55,"David Hamilton","4",10.6,10,3,3
"T06","01",20-APR-04,11,35,"John E Bater","4",13,10,0,3
"T07","01",20-APR-04,13,55,"Gordon Common","2",12,7,2,3
"T09","01",22-APR-04,11,45,"Christine Tilbury","7",17,7,1,4
"T08","01",22-APR-04,14,15,"Michele Taylor","6",17,10,3,4
"T02","02",22-APR-04,14,15,"David Hamilton","4",13,10,4,4
"T11","01",22-APR-04,12,35,"ECN Site Officers","8",10,3,4,4
"T06","01",22-APR-04,11,25,"John E Bater","4",16,10,1,4
"T02","01",22-APR-04,13,5,"David Hamilton","4",12.9,10,4,4
"T10","01",23-APR-04,12,0,"Stuart Corbett","4",16,10,2,4
"T01","01",23-APR-04,14,30,"Simon McMillan","4",18,10,2,4
"T05","01",24-APR-04,13,55,"Belinda Wheeler","6",19,10,0,4
"T04","02",25-APR-04,12,0,"Ian H Findlay","1",17.1,10,1,4
"T11","01",26-APR-04,10,54,"ECN Site Officers","8",14,10,2,4
"T07","01",26-APR-04,13,15,"Gordon Common","2",17,9,1,4
"T03","01",28-APR-04,12,30,"H D Nicholson","2",18,10,1,5
"T04","02",02-MAY-04,11,30,"Ian H Findlay","1",16,10,1,5
"T05","01",02-MAY-04,14,5,"Belinda Wheeler","6",17,7,2,5
"T06","01",06-MAY-04,11,15,"John E Bater","4",12,10,1,6
"T01","01",06-MAY-04,14,30,"Simon McMillan","4",14,5,3,6
"T02","02",07-MAY-04,13,45,"David Hamilton","4",16,10,2,6
"T10","01",07-MAY-04,14,0,"Stuart Corbett","4",14,8,3,6
"T02","01",07-MAY-04,11,15,"David Hamilton","4",13,6,2,6
"T07","01",10-MAY-04,12,6,"Gordon Common","2",16,10,3,6
"T08","01",10-MAY-04,11,18,"Michele Taylor","6",17.5,5,3,6
"T04","02",10-MAY-04,11,30,"Ian H Findlay","1",18.4,10,1,6
"T11","01",11-MAY-04,14,30,"ECN Site Officers","8",12,2,3,6
"T03","01",12-MAY-04,12,15,"H D Nicholson","2",14,10,1,7
"T12","01",12-MAY-04,12,15,"L Turner","1",17,10,1,7
"T06","01",13-MAY-04,11,20,"John E Bater","4",17,10,0,7
"T09","01",13-MAY-04,12,55,"Christine Tilbury","7",18,7,0,7
"T02","01",14-MAY-04,13,0,"David Hamilton","4",11.6,9,3,7
"T02","02",14-MAY-04,11,10,"David Hamilton","4",18,10,3,7
"T05","01",15-MAY-04,14,0,"Belinda Wheeler","6",22,0,0,7
"T04","02",16-MAY-04,13,30,"Ian H Findlay","1",19,10,2,7
"T01","01",17-MAY-04,12,18,"C Britt","5",22,7,3,7
"T06","01",17-MAY-04,11,30,"John E Bater","4",26,10,2,7
"T10","01",17-MAY-04,12,45,"Stuart Corbett","4",21,7,2,7
"T08","01",17-MAY-04,13,30,"Mike Morecroft","1",24,9,2,7
"T07","01",18-MAY-04,14,58,"Katy Beaton","4",16,10,4,7
"T03","01",19-MAY-04,12,0,"H D Nicholson","2",16,10,1,8
"T08","01",20-MAY-04,14,0,"Joanna Brown","7",18,1,3,8
"T11","01",20-MAY-04,13,56,"ECN Site Officers","8",10,8,2,8
"T05","01",20-MAY-04,11,50,"Belinda Wheeler","6",21,8,2,8
"T04","02",23-MAY-04,12,0,"Ian H Findlay","1",15.2,10,1,8
"T06","01",24-MAY-04,11,30,"John E Bater","4",18,10,1,8
"T09","01",24-MAY-04,13,10,"Christine Tilbury","7",20,10,1,8
"T10","01",24-MAY-04,14,0,"Stuart Corbett","4",17,6,1,8
"T01","01",25-MAY-04,13,40,"Simon McMillan","4",18,0,1,8
"T02","01",25-MAY-04,13,15,"David Hamilton","4",18,8,3,8
"T12","01",26-MAY-04,13,0,"L Turner","1",,10,4,9
"T03","01",26-MAY-04,12,15,"H D Nicholson","2",17,10,1,9
"T02","02",26-MAY-04,13,20,"David Hamilton","4",15,3,1,9
"T02","02",27-MAY-04,11,10,"David Hamilton","4",13,10,2,9
"T07","01",27-MAY-04,12,14,"Gordon Common","2",15,10,1,9
"T08","01",27-MAY-04,12,15,"Mike D Morecroft","1",16.5,10,3,9
"T05","01",27-MAY-04,12,0,"Belinda Wheeler","6",20,10,3,9
"T10","01",27-MAY-04,12,30,"C Hobbs","5",21,7,2,9
"T08","01",27-MAY-04,12,0,"Joanna Brown","7",16.5,10,3,9
"T02","01",27-MAY-04,12,45,"David Hamilton","4",12.4,9,3,9
"T04","02",31-MAY-04,11,0,"Ian H Findlay","1",18.2,10,1,9
"T01","01",02-JUN-04,13,40,"Simon McMillan","4",19,8,5,10
"T03","01",02-JUN-04,14,50,"H D Nicholson","2",18,10,1,10
"T04","01",02-JUN-04,12,59,"Beverley Dodd","18",14,8,1,10
"T12","01",02-JUN-04,9,45,"R Brooker","2",8,0,0,10
"T09","01",02-JUN-04,14,10,"Christine Tilbury","7",20,9,0,10
"T05","01",03-JUN-04,13,59,"Belinda Wheeler","6",21.8,10,1,10
"T10","01",03-JUN-04,14,0,"C Hobbs","5",20,6,2,10
"T08","01",03-JUN-04,14,0,"Michele Taylor","6",19,0,1,10
"T06","01",04-JUN-04,11,30,"John E Bater","4",20,10,1,10
"T07","01",04-JUN-04,14,0,"Gordon Common","2",15,7,3,10
"T02","01",04-JUN-04,14,10,"David Hamilton","4",15.2,2,2,10
"T04","02",06-JUN-04,12,30,"Ian H Findlay","1",19.1,10,2,10
"T09","01",06-JUN-04,14,45,"Robert Green","8",23,2,1,10
"T01","01",08-JUN-04,14,45,"Simon McMillan","4",27,3,3,10
"T03","01",09-JUN-04,12,55,"H D Nicholson","2",22,10,2,11
"T02","02",09-JUN-04,13,35,"David Hamilton","4",17.5,5,3,11
"T08","01",10-JUN-04,14,35,"Joanna Brown","7",22,3,2,11
"T02","02",11-JUN-04,11,25,"David Hamilton","4",16.5,0,2,11
"T09","01",12-JUN-04,14,30,"Robert Green","8",20,0,1,11
"T05","01",12-JUN-04,13,15,"Belinda Wheeler","6",20,8,3,11
"T07","01",14-JUN-04,11,35,"Gordon Common","2",20,8,4,11
"T10","01",14-JUN-04,14,10,"Stuart Corbett","4",25,10,3,11
"T02","01",14-JUN-04,10,45,"David Hamilton","4",21,10,3,11
"T11","01",14-JUN-04,13,17,"ECN Site Officers","8",17,10,9,11
"T04","02",14-JUN-04,11,30,"Ian H Findlay","1",18.9,10,3,11
"T01","01",15-JUN-04,13,45,"Simon McMillan","4",23,10,5,11
"T06","01",15-JUN-04,11,10,"John E Bater","4",23,10,1,11
"T03","01",16-JUN-04,11,25,"H D Nicholson","2",21,10,1,12
"T05","01",19-JUN-04,12,0,"Belinda Wheeler","6",16,9,3,12
"T04","02",20-JUN-04,14,30,"Ian H Findlay","1",17,5,1,12
"T10","01",21-JUN-04,14,30,"Stuart Corbett","4",20,6,3,12
"T02","01",22-JUN-04,11,15,"David Hamilton","4",14.8,7,2,12
"T07","01",22-JUN-04,12,36,"Gordon Common","2",17,7,2,12
"T08","01",22-JUN-04,10,30,"Joanna Brown","7",19,9,2,12
"T01","01",22-JUN-04,13,45,"Simon McMillan","4",21,7,4,12
"T02","02",22-JUN-04,13,10,"David Hamilton","4",15.5,10,4,12
"T04","01",23-JUN-04,12,22,"Beverley Dodd","18",15,2,9,13
"T06","01",25-JUN-04,11,5,"John E Bater","4",20,10,1,13
"T10","01",25-JUN-04,13,35,"Stuart Corbett","4",22,9,3,13
"T08","01",25-JUN-04,11,40,"Joanna Brown","7",20,7,2,13
"T04","02",27-JUN-04,13,0,"Ian H Findlay","1",16.7,10,2,13
"T02","01",28-JUN-04,11,20,"David Hamilton","4",16.5,7,2,13
"T02","02",28-JUN-04,13,30,"David Hamilton","4",16,7,4,13
"T01","01",28-JUN-04,13,45,"Simon McMillan","4",18,5,4,13
"T03","01",30-JUN-04,12,0,"H D Nicholson","2",16,0,2,14
"T08","01",01-JUL-04,11,5,"Michele Taylor","6",18,3,4,14
"T04","02",05-JUL-04,12,0,"Ian H Findlay","1",15.9,10,2,14
"T11","01",05-JUL-04,13,24,"ECN Site Officers","8",12,8,4,14
"T05","01",05-JUL-04,14,30,"Belinda Wheeler","6",22,10,1,14
"T02","01",06-JUL-04,12,40,"David Hamilton","4",14.6,8,2,14
"T09","01",06-JUL-04,14,35,"Robert Green","8",21,3,1,14
"T01","01",06-JUL-04,13,55,"Simon McMillan","4",24,10,2,14
"T10","01",06-JUL-04,12,50,"Stuart Corbett","4",19,7,2,14
"T03","01",07-JUL-04,13,45,"Roy Anderson","1",23,10,3,15
"T08","01",09-JUL-04,13,0,"Michele Taylor","6",17,6,3,15
"T02","02",13-JUL-04,14,20,"David Hamilton","4",16.5,0,1,15
"T02","01",13-JUL-04,12,50,"David Hamilton","4",18.6,0,1,15
"T10","01",13-JUL-04,10,50,"Stuart Corbett","4",18,8,2,15
"T01","01",13-JUL-04,13,45,"Simon McMillan","4",19,0,3,15
"T04","02",13-JUL-04,12,30,"Ian H Findlay","1",16.1,10,1,15
"T03","01",14-JUL-04,11,15,"Roy Anderson","1",20,10,2,16
"T12","01",14-JUL-04,10,30,"R Brooker","2",,2,9,16
"T08","01",15-JUL-04,13,30,"Michele Taylor","6",20.5,0,4,16
"T04","02",16-JUL-04,12,0,"Ian H Findlay","1",16.6,10,2,16
"T02","01",16-JUL-04,13,15,"David Hamilton","4",19.3,9,2,16
"T02","02",16-JUL-04,14,15,"David Hamilton","4",19.5,8,3,16
"T03","01",18-JUL-04,14,30,"H D Nicholson","2",18,10,2,16
"T09","01",19-JUL-04,13,5,"Christine Tilbury","7",23,7,1,16
"T10","01",20-JUL-04,15,20,"Stuart Corbett","4",22,8,4,16
"T07","01",20-JUL-04,13,51,"Gordon Common","2",18,1,3,16
"T01","01",20-JUL-04,13,40,"Simon McMillan","4",24,5,3,16
"T12","01",21-JUL-04,11,0,"R Brooker","2",,7,9,17
"T08","01",22-JUL-04,11,55,"Mike D Morecroft","1",22,0,3,17
"T10","01",23-JUL-04,11,5,"Stuart Corbett","4",21,10,3,17
"T05","01",24-JUL-04,11,15,"Belinda Wheeler","6",23.6,9,2,17
"T04","02",26-JUL-04,11,30,"Ian H Findlay","1",19,10,2,17
"T06","01",27-JUL-04,11,15,"John E Bater","4",21,10,1,17
"T09","01",27-JUL-04,13,0,"Christine Tilbury","7",22,0,0,17
"T07","01",27-JUL-04,11,40,"Gordon Common","2",18,0,1,17
"T02","01",28-JUL-04,12,30,"Katy Beaton","5",17,7,9,18
"T12","01",28-JUL-04,13,0,"L Turner","1",18.5,0,0,18
"T03","01",28-JUL-04,11,25,"H D Nicholson","2",17,10,1,18
"T02","02",28-JUL-04,14,15,"Katy Beaton","5",17,5,1,18
"T04","01",28-JUL-04,12,55,"John Adamson","1",18,5,3,18
"T08","01",29-JUL-04,11,40,"Michele Taylor","6",28,9,3,18
"T10","01",29-JUL-04,14,0,"Stuart Corbett","4",24,7,3,18
"T09","01",29-JUL-04,12,55,"Christine Tilbury","7",26,8,1,18
"T06","01",29-JUL-04,11,45,"John E Bater","4",22,10,1,18
"T05","01",29-JUL-04,11,5,"Belinda Wheeler","6",22,5,2,18
"T07","01",30-JUL-04,13,50,"Gordon Common","2",19,4,1,18
"T04","02",01-AUG-04,12,0,"Ian H Findlay","1",20.4,10,1,18
"T01","01",03-AUG-04,14,0,"Simon McMillan","4",25,6,2,18
"T02","01",03-AUG-04,14,30,"David Hamilton","4",17,0,2,18
"T02","02",04-AUG-04,13,30,"David Hamilton","4",18,0,1,19
"T03","01",04-AUG-04,11,40,"H D Nicholson","2",19,10,1,19
"T11","01",04-AUG-04,12,53,"ECN Site Officers","8",16,5,3,19
"T12","01",04-AUG-04,13,0,"L Turner","1",16,0,2,19
"T10","01",05-AUG-04,12,30,"C Hobbs","5",25,8,3,19
"T04","02",06-AUG-04,12,0,"Ian H Findlay","1",21.1,10,1,19
"T02","01",06-AUG-04,14,0,"David Hamilton","4",19.5,5,2,19
"T06","01",06-AUG-04,11,25,"John E Bater","4",23,10,1,19
"T08","01",06-AUG-04,12,55,"Joanna Brown","7",26,10,2,19
"T01","01",10-AUG-04,13,35,"Simon McMillan","4",23,4,3,19
"T02","02",10-AUG-04,13,15,"David Hamilton","4",19,0,3,19
"T04","01",11-AUG-04,12,30,"Beverley Dodd","18",19,10,1,20
"T03","01",11-AUG-04,11,45,"H D Nicholson","2",21,10,1,20
"T07","01",11-AUG-04,13,40,"Gordon Common","2",21,9,1,20
"T12","01",11-AUG-04,9,30,"R Brooker","2",15,0,5,20
"T09","01",11-AUG-04,11,15,"Christine Tilbury","7",23,8,1,20
"T11","01",12-AUG-04,13,20,"ECN Site Officers","8",16,3,1,20
"T08","01",12-AUG-04,14,10,"Joanna Brown","7",22,3,3,20
"T02","01",13-AUG-04,13,15,"David Hamilton","4",16.5,10,4,20
"T04","02",14-AUG-04,14,30,"Ian H Findlay","1",21.2,10,1,20
"T05","01",14-AUG-04,13,15,"Belinda Wheeler","6",25,9,0,20
"T02","02",17-AUG-04,13,15,"David Hamilton","4",16.5,0,1,20
"T09","01",17-AUG-04,11,10,"Robert Green","8",20,0,1,20
"T10","01",17-AUG-04,14,20,"C Hobbs","5",22,8,3,20
"T11","01",17-AUG-04,14,36,"ECN Site Officers","8",15,3,1,20
"T06","01",17-AUG-04,10,45,"John E Bater","4",21,4,0,20
"T07","01",18-AUG-04,13,9,"Gordon Common","2",19,7,3,21
"T12","01",18-AUG-04,10,0,"R Brooker","2",14,0,9,21
"T04","01",18-AUG-04,12,40,"Beverley Dodd","18",16,3,3,21
"T08","01",19-AUG-04,13,0,"Joanna Brown","7",22,8,4,21
"T05","01",21-AUG-04,13,49,"Belinda Wheeler","6",19,7,1,21
"T04","02",22-AUG-04,11,15,"Ian H Findlay","1",15,8,1,21
"T09","01",22-AUG-04,11,25,"Robert Green","8",20,3,1,21
"T06","01",24-AUG-04,11,30,"John E Bater","4",20,2,2,21
"T10","01",25-AUG-04,11,0,"Stuart Corbett","4",18,6,4,22
"T12","01",25-AUG-04,10,0,"R Brooker","2",,0,9,22
"T02","02",26-AUG-04,14,40,"David Hamilton","4",18,0,3,22
"T02","01",26-AUG-04,13,35,"David Hamilton","4",18.1,8,1,22
"T01","01",26-AUG-04,13,40,"Simon McMillan","4",19,6,3,22
"T04","01",26-AUG-04,,,"Beverley Dodd","18",,6,9,22
"T10","01",26-AUG-04,14,10,"Stuart Corbett","4",18,7,4,22
"T08","01",26-AUG-04,13,50,"Joanna Brown","7",20,4,3,22
"T04","02",31-AUG-04,14,0,"Ian H Findlay","1",15,10,1,22
"T01","01",01-SEP-04,13,40,"Simon McMillan","4",,10,2,23
"T05","01",01-SEP-04,14,5,"Belinda Wheeler","6",21,8,1,23
"T09","01",01-SEP-04,11,30,"Christine Tilbury","7",17,7,0,23
"T03","01",01-SEP-04,12,20,"H D Nicholson","2",19,10,1,23
"T08","01",02-SEP-04,12,55,"Joanna Brown","7",23,10,1,23
"T10","01",02-SEP-04,12,30,"Stuart Corbett","4",21,10,1,23
"T06","01",02-SEP-04,11,15,"John E Bater","4",22,10,0,23
"T12","01",02-SEP-04,10,0,"R Brooker &  L Flegg","3",,0,9,23
"T07","01",03-SEP-04,14,20,"Gordon Common","2",17,5,3,23
"T04","02",03-SEP-04,11,30,"Ian H Findlay","1",17.3,10,1,23
"T05","01",04-SEP-04,14,5,"Belinda Wheeler","6",22.8,10,9,23
"T09","01",04-SEP-04,11,0,"Robert Green","8",21,3,0,23
"T02","01",06-SEP-04,11,5,"David Hamilton","4",16.6,10,1,23
"T02","02",07-SEP-04,11,40,"David Hamilton","4",16.5,10,1,23
"T01","01",07-SEP-04,13,40,"Simon McMillan","4",21,7,3,23
"T12","01",08-SEP-04,10,50,"L Flegg","4",,10,4,24
"T06","01",08-SEP-04,11,5,"John E Bater","4",18,10,1,24
"T03","01",08-SEP-04,11,25,"H D Nicholson","2",18,10,2,24
"T06","01",09-SEP-04,11,5,"John E Bater","4",22,10,1,24
"T02","01",09-SEP-04,13,35,"David Hamilton","4",20,10,1,24
"T02","02",09-SEP-04,14,45,"David Hamilton","4",19,10,3,24
"T07","01",09-SEP-04,14,0,"Gordon Common","2",22,10,3,24
"T10","01",09-SEP-04,13,15,"Stuart Corbett","4",24,10,3,24
"T08","01",09-SEP-04,13,40,"Joanna Brown","7",25,10,2,24
"T09","01",09-SEP-04,13,10,"M R Jukes","2",24,10,1,24
"T04","02",09-SEP-04,15,0,"Ian H Findlay","1",20.5,8,1,24
"T03","01",15-SEP-04,11,45,"H D Nicholson","2",16,10,2,25
"T12","01",15-SEP-04,10,40,"R Brooker &  L Flegg","3",,4,2,25
"T05","01",15-SEP-04,11,45,"Belinda Wheeler","6",15.9,7,9,25
"T08","01",16-SEP-04,13,35,"Michele Taylor","6",18,4,4,25
"T06","01",17-SEP-04,11,10,"John E Bater","4",19,9,0,25
"T02","01",17-SEP-04,14,10,"David Hamilton","4",15.2,8,2,25
"T04","02",17-SEP-04,12,0,"Ian H Findlay","1",14.8,10,1,25
"T02","02",21-SEP-04,14,0,"David Hamilton","4",16,10,4,25
"T03","01",22-SEP-04,12,15,"H D Nicholson","2",14,10,2,26
"T10","01",22-SEP-04,13,10,"Stuart Corbett","4",16,0,5,26
"T09","01",23-SEP-04,12,0,"Christine Tilbury","7",22,5,1,26
"T04","02",23-SEP-04,12,0,"Ian H Findlay","1",12.7,10,2,26
"T08","01",24-SEP-04,14,10,"Mike Morecroft","1",14,6,4,26
"T05","01",24-SEP-04,13,25,"Belinda Wheeler","6",14.5,7,2,26
"T01","01",27-SEP-04,13,45,"Simon McMillan","4",18,0,4,26
"T10","01",28-SEP-04,13,0,"Stuart Corbett","4",15,4,3,26
"T08","01",04-OCT-04,13,50,"Joanna Brown","7",15,9,3,
"T06","01",17-MAR-05,11,45,"John E Bater","4",17,100,2,
"T05","01",01-APR-05,12,45,"Belinda Wheeler","6",16,100,1,1
"T04","02",03-APR-05,12,0,"Ian H Findlay","1",14,100,1,1
"T06","01",05-APR-05,11,40,"John E Bater","4",12,20,2,1
"T05","01",11-APR-05,14,15,"Belinda Wheeler","6",13,68,4,2
"T10","01",11-APR-05,11,0,"Stuart Corbett","4",15,100,2,2
"T06","01",11-APR-05,11,30,"J.E.Bater","4",15,100,1,2
"T04","02",11-APR-05,12,0,"Ian H Findlay","1",12,100,2,2
"T01","01",13-APR-05,14,45,"Simon McMillan","4",14,61,3,2
"T12","01",13-APR-05,11,0,"L Flegg","4",7,0,5,2
"T09","01",18-APR-05,14,25,"Christine Tilbury","7",14,65,2,3
"T08","01",18-APR-05,14,0,"Michele Taylor","6",14,88,4,3
"T01","01",18-APR-05,14,50,"Simon McMillan","4",13,100,4,3
"T04","02",19-APR-05,11,30,"Ian H Findlay","1",11.5,50,1,3
"T05","01",20-APR-05,13,30,"Belinda Wheeler","6",14,80,1,3
"T02","01",20-APR-05,13,40,"David Hamilton","4",11.5,80,2,3
"T12","01",20-APR-05,11,5,"Laura Flegg & Imogen Pearce","5",11,90,3,3
"T06","01",21-APR-05,11,30,"J.E.Bater","4",15,100,1,3
"T10","01",21-APR-05,14,50,"Stuart Corbett","4",14,100,2,3
"T08","01",22-APR-05,14,20,"Michele Taylor","6",17,100,4,4
"T06","01",22-APR-05,11,45,"J.E.Bater","4",14,100,1,4
"T04","02",25-APR-05,12,0,"Ian H Findlay","1",13.5,100,1,4
"T07","01",25-APR-05,13,15,"Gordon Common","2",13,100,3,4
"T01","01",25-APR-05,13,30,"Simon McMillan","4",14,67,4,4
"T03","01",27-APR-05,12,0,"H D Nicholson","2",13,100,2,4
"T08","01",29-APR-05,13,45,"Joanna Brown","7",19,100,1,5
"T02","01",29-APR-05,13,15,"David Hamilton","4",13.6,100,4,5
"T06","01",29-APR-05,11,30,"J.E.Bater","4",19,100,1,5
"T07","01",29-APR-05,13,10,"Gordon Common","2",14,100,4,5
"T05","01",30-APR-05,12,15,"Belinda Wheeler","6",19,67,1,5
"T02","02",04-MAY-05,13,30,"David Hamilton","4",12,100,2,5
"T03","01",04-MAY-05,14,15,"H D Nicholson","2",13,100,2,5
"T04","02",04-MAY-05,11,45,"Ian H Findlay","1",14.5,100,2,5
"T01","01",05-MAY-05,12,40,"Simon McMillan","4",16,75,5,5
"T10","01",05-MAY-05,11,15,"Stuart Corbett","4",15,93,1,5
"T09","01",05-MAY-05,11,30,"Christine Tilbury","7",14,10,1,5
"T10","01",06-MAY-05,14,20,"Stuart Corbett","4",15,73,4,6
"T06","01",06-MAY-05,11,45,"J.E.Bater","4",15,100,2,6
"T02","01",06-MAY-05,13,40,"David Hamilton","4",10.8,70,3,6
"T05","01",10-MAY-05,11,35,"Belinda Wheeler","6",15,100,1,6
"T04","01",11-MAY-05,12,30,"Beverley Dodd","18",13,100,2,6
"T03","01",11-MAY-05,11,40,"H D Nicholson","2",13,100,1,6
"T02","02",11-MAY-05,13,20,"David Hamilton","4",14.5,0,2,6
"T01","01",11-MAY-05,12,45,"Simon McMillan","4",14,100,3,6
"T12","01",11-MAY-05,12,0,"Dave Scott","6",11,100,1,6
"T09","01",11-MAY-05,14,5,"Christine Tilbury","7",13,60,2,6
"T02","01",12-MAY-05,11,30,"David Hamilton","4",12.5,100,1,6
"T02","02",13-MAY-05,13,30,"David Hamilton","4",15,100,3,7
"T02","01",13-MAY-05,14,30,"David Hamilton","4",16,100,3,7
"T07","01",13-MAY-05,11,0,"Gordon Common","2",12,98,3,7
"T06","01",13-MAY-05,11,40,"J.E.Bater","4",16,100,3,7
"T04","02",13-MAY-05,11,30,"Ian H Findlay","1",14,100,2,7
"T03","01",13-MAY-05,15,0,"H D Nicholson","2",16,100,1,7
"T04","02",15-MAY-05,11,45,"Ian H Findlay","1",15,100,2,7
"T05","01",16-MAY-05,10,45,"Roger E.N.Smith","5",16,100,2,7
"T10","01",17-MAY-05,14,20,"Stuart Corbett","4",13,67,2,7
"T09","01",18-MAY-05,14,15,"Christine Tilbury","7",14,100,2,7
"T07","01",20-MAY-05,13,51,"Gordon Common","2",16,17,4,8
"T06","01",23-MAY-05,11,45,"J.E.Bater","4",15,50,2,8
"T02","01",24-MAY-05,13,0,"David Hamilton","4",13.2,95,3,8
"T02","02",24-MAY-05,14,30,"David Hamilton","4",14,10,2,8
"T04","02",25-MAY-05,15,0,"Ian H Findlay","1",15.5,100,2,8
"T10","01",25-MAY-05,15,20,"Stuart Corbett","4",18,100,3,8
"T09","01",26-MAY-05,14,35,"Christine Tilbury","7",21,90,2,8
"T01","01",26-MAY-05,15,0,"Simon McMillan","4",20,42,4,8
"T08","01",26-MAY-05,13,48,"Michele Taylor","6",21,17,3,8
"T05","01",27-MAY-05,11,8,"Belinda Wheeler","6",21,87,2,9
"T01","01",27-MAY-05,15,29,"Chris Britt","5",27,82,2,9
"T08","01",27-MAY-05,14,12,"Michele Taylor","6",28,79,3,9
"T06","01",27-MAY-05,11,35,"J.E.Bater","4",25,100,1,9
"T04","02",29-MAY-05,12,0,"Ian H Findlay","1",14,100,2,9
"T10","01",31-MAY-05,12,30,"C Hobbs","5",18,60,1,9
"T09","01",31-MAY-05,14,0,"Christine Tilbury","7",19,25,1,9
"T06","01",03-JUN-05,11,45,"J.E.Bater","4",20,100,1,10
"T02","01",06-JUN-05,14,30,"David Hamilton","4",12,100,3,10
"T08","01",07-JUN-05,13,55,"Ben Carpenter","8",17,100,2,10
"T02","02",07-JUN-05,14,0,"David Hamilton","4",15.5,0,4,10
"T04","02",07-JUN-05,11,0,"Ian H Findlay","1",16.5,100,1,10
"T12","01",08-JUN-05,11,10,"Laura Flegg & Phil Lambdon","7",10,0,2,10
"T11","01",08-JUN-05,12,35,"ECN Site Officers","8",15,100,1,10
"T05","01",08-JUN-05,11,8,"Belinda Wheeler","6",19,100,3,10
"T01","01",08-JUN-05,14,30,"Simon McMillan","4",22,100,1,10
"T03","01",08-JUN-05,12,10,"H D Nicholson","2",19,100,1,10
"T10","01",08-JUN-05,13,0,"C Hobbs","5",18,100,1,10
"T04","01",08-JUN-05,12,42,"Beverley Dodd","18",15,70,2,10
"T04","02",10-JUN-05,11,30,"Ian H Findlay","1",16,100,1,11
"T05","01",10-JUN-05,13,0,"Belinda Wheeler","6",21,85,1,11
"T04","02",13-JUN-05,15,0,"Ian H Findlay","1",25.2,100,1,11
"T08","01",13-JUN-05,13,50,"Ben Carpenter","8",18,47,3,11
"T09","01",13-JUN-05,13,15,"Christine Tilbury","7",18,98,1,11
"T01","01",14-JUN-05,13,0,"Simon McMillan","4",20,92,4,11
"T03","01",15-JUN-05,12,25,"H D Nicholson","2",18,100,1,11
"T01","01",17-JUN-05,12,50,"Simon McMillan","4",24,33,3,12
"T08","01",17-JUN-05,13,51,"Ben Carpenter","8",25,64,1,12
"T02","02",17-JUN-05,15,10,"David Hamilton","4",19,50,4,12
"T02","01",17-JUN-05,14,0,"David Hamilton","4",18.5,100,4,12
"T07","01",19-JUN-05,12,20,"Gordon Common","2",23,43,2,12
"T02","02",21-JUN-05,14,50,"David Hamilton","4",21,100,4,12
"T02","01",21-JUN-05,13,0,"David Hamilton","4",19.5,95,4,12
"T06","01",22-JUN-05,11,30,"J.E.Bater","4",29,100,1,12
"T11","01",22-JUN-05,13,15,"ECN Site Officers","8",15,95,3,12
"T12","01",22-JUN-05,11,30,"M Thurlow","8",13,0,6,12
"T05","01",22-JUN-05,13,0,"Roger E.N.Smith","5",24,100,1,12
"T03","01",22-JUN-05,12,20,"H D Nicholson","2",20,100,1,12
"T10","01",22-JUN-05,9,50,"Stuart Corbett","4",22,100,1,12
"T09","01",22-JUN-05,13,15,"Martin Jukes","9",26,100,0,12
"T04","02",24-JUN-05,14,0,"Ian H Findlay","1",19,100,1,13
"T09","01",25-JUN-05,11,5,"Robert Green","8",20,18,3,13
"T08","01",27-JUN-05,12,0,"Ben Carpenter","8",22,100,2,13
"T07","01",27-JUN-05,11,42,"Gordon Common","2",19,60,1,13
"T06","01",27-JUN-05,11,40,"J.E.Bater","4",26,100,1,13
"T02","01",28-JUN-05,13,45,"David Hamilton","4",20,35,2,13
