"SITECODE","LCODE","SDATE","SHOUR","SMINS","RECORDER","RECCODE","TEMP","SUNPERC","WSPEEDB","WEEK"
"T01","01",28-JUN-05,12,55,"Simon McMillan","4",24,100,5,13
"T02","02",28-JUN-05,14,30,"David Hamilton","4",21,75,3,13
"T05","01",28-JUN-05,13,0,"Roger E.N.Smith","5",24,73,3,13
"T12","01",29-JUN-05,12,0,"M Thurlow","8",,40,5,13
"T10","01",29-JUN-05,10,57,"Stuart Corbett","4",17,80,3,13
"T02","01",01-JUL-05,11,45,"David Hamilton","4",18,80,3,14
"T07","01",01-JUL-05,11,35,"Gordon Common","2",18,62,3,14
"T02","02",01-JUL-05,14,0,"David Hamilton","4",18,100,3,14
"T04","02",02-JUL-05,11,0,"Ian H Findlay","1",20,75,1,14
"T05","01",02-JUL-05,11,0,"Roger E.N.Smith","5",22,20,3,14
"T12","01",06-JUL-05,10,15,"R Brooker","2",10,0,-1,14
"T08","01",06-JUL-05,14,10,"Michele Taylor","6",18,26,4,14
"T01","01",07-JUL-05,12,45,"Simon McMillan","4",19,0,4,14
"T10","01",07-JUL-05,14,45,"Stuart Corbett","4",17,13,4,14
"T07","01",08-JUL-05,13,8,"Gordon Common","2",18,97,2,15
"T08","01",08-JUL-05,11,42,"Ben Carpenter","8",22,57,2,15
"T02","02",08-JUL-05,13,30,"David Hamilton","4",19,100,4,15
"T05","01",08-JUL-05,11,40,"Belinda Wheeler","6",21,60,2,15
"T04","02",08-JUL-05,11,30,"Ian H Findlay","1",19.5,100,1,15
"T10","01",11-JUL-05,11,0,"Stuart J Corbett","4",26,100,4,15
"T06","01",11-JUL-05,11,45,"J.E.Bater","4",23,100,2,15
"T10","01",11-JUL-05,11,0,"Stuart Corbett","4",26,100,4,15
"T01","01",11-JUL-05,12,40,"Simon McMillan","4",27,100,3,15
"T02","01",11-JUL-05,11,15,"David Hamilton","4",21,100,1,15
"T03","01",11-JUL-05,15,0,"H D Nicholson","2",24,100,1,15
"T09","01",12-JUL-05,15,15,"Christine Tilbury","7",25,100,0,15
"T11","01",12-JUL-05,14,30,"ECN Site Officers","8",22,98,3,15
"T12","01",13-JUL-05,11,30,"Louise Ross","9",21,30,4,15
"T04","01",13-JUL-05,14,23,"Beverley Dodd","18",19,100,3,15
"T02","01",15-JUL-05,13,15,"David Hamilton","4",17,5,1,16
"T08","01",15-JUL-05,12,16,"Ben Carpenter","8",25,40,3,16
"T02","02",15-JUL-05,14,45,"David Hamilton","4",15.5,0,1,16
"T04","02",16-JUL-05,11,0,"Ian H Findlay","1",19,100,2,16
"T06","01",19-JUL-05,11,30,"J.E.Bater","4",23,100,3,16
"T03","01",20-JUL-05,13,15,"H D Nicholson","2",20,100,2,16
"T07","01",20-JUL-05,13,38,"Gordon Common","2",17,35,2,16
"T01","01",20-JUL-05,12,45,"Simon McMillan","4",21,92,5,16
"T09","01",21-JUL-05,13,15,"Christine Tilbury","7",23,88,1,16
"T10","01",21-JUL-05,13,45,"Stuart Corbett","4",23,100,3,16
"T05","01",22-JUL-05,12,30,"Belinda Wheeler","6",22,88,2,17
"T08","01",22-JUL-05,13,46,"Michele Taylor","6",19,0,0,17
"T04","02",23-JUL-05,15,0,"Ian H Findlay","1",18,100,1,17
"T09","01",26-JUL-05,11,5,"Christine Tilbury","7",16,0,0,17
"T06","01",26-JUL-05,11,50,"J.E.Bater","4",19,80,1,17
"T10","01",26-JUL-05,13,20,"Stuart Corbett","4",18,0,3,17
"T11","01",27-JUL-05,13,28,"ECN Site Officers","8",15,1,2,17
"T03","01",27-JUL-05,14,30,"Roy Anderson","1",20,50,-1,17
"T08","01",29-JUL-05,13,8,"Ben Carpenter","8",19,1,2,18
"T04","02",31-JUL-05,14,0,"Ian H Findlay","1",16,75,2,18
"T10","01",02-AUG-05,14,33,"Stuart Corbett","4",21,53,2,18
"T01","01",03-AUG-05,13,40,"Simon McMillan","4",20,50,5,18
"T05","01",03-AUG-05,14,35,"Belinda Wheeler","6",21,100,4,18
"T03","01",04-AUG-05,12,50,"H D Nicholson","2",19,100,2,18
"T09","01",04-AUG-05,11,5,"Christine Tilbury","7",20,12,1,18
"T02","02",05-AUG-05,15,30,"David Hamilton","4",18,75,5,19
"T07","01",05-AUG-05,13,0,"Gordon Common","2",17,50,3,19
"T02","01",05-AUG-05,14,15,"David Hamilton","4",18,90,3,19
"T04","02",08-AUG-05,11,30,"Ian H Findlay","1",19,100,2,19
"T08","01",08-AUG-05,11,15,"Ben Carpenter","8",21,89,2,19
"T11","01",09-AUG-05,14,19,"ECN Site Officers","8",17,15,5,19
"T10","01",09-AUG-05,13,30,"Stuart Corbett","4",23,100,1,19
"T01","01",09-AUG-05,12,50,"Simon McMillan","4",23,75,3,19
"T02","01",10-AUG-05,14,30,"David Hamilton","4",21,95,3,19
"T05","01",10-AUG-05,12,53,"Belinda Wheeler","6",22,70,2,19
"T03","01",10-AUG-05,11,50,"Roy Anderson","1",17,100,2,19
"T06","01",11-AUG-05,10,0,"J.E.Bater","4",22,85,1,19
"T10","01",12-AUG-05,13,25,"Stuart Corbett","4",20,60,2,20
"T02","02",16-AUG-05,14,30,"David Hamilton","4",18,0,2,20
"T09","01",16-AUG-05,11,15,"Christine Tilbury","7",20,35,0,20
"T02","01",16-AUG-05,10,45,"David Hamilton","4",19,40,2,20
"T06","01",17-AUG-05,11,40,"J.E.Bater","4",26,100,1,20
"T07","01",17-AUG-05,12,55,"Gordon Common","2",18,58,3,20
"T11","01",17-AUG-05,14,29,"ECN Site Officers","8",18,100,1,20
"T04","02",17-AUG-05,15,30,"Ian H Findlay","1",20,100,1,20
"T08","01",18-AUG-05,12,34,"Ben Carpenter","8",27,54,1,20
"T07","01",19-AUG-05,10,49,"Gordon Common","2",17,93,2,21
"T04","02",20-AUG-05,11,0,"Ian H Findlay","1",19,100,2,21
"T02","01",22-AUG-05,11,30,"David Hamilton","4",17.5,45,4,21
"T02","02",22-AUG-05,13,15,"David Hamilton","4",17,25,5,21
"T05","01",23-AUG-05,11,15,"Belinda Wheeler","6",19,95,3,21
"T06","01",23-AUG-05,11,50,"J.E.Bater","4",18,100,1,21
"T08","01",23-AUG-05,13,49,"Michele Taylor","6",22,78,3,21
"T10","01",23-AUG-05,13,45,"C Hobbs","5",21,100,1,21
"T03","01",24-AUG-05,12,40,"H D Nicholson","2",16,100,3,21
"T01","01",25-AUG-05,13,40,"Simon McMillan","4",16,75,5,21
"T04","02",29-AUG-05,11,30,"Ian H Findlay","1",16,50,2,22
"T02","02",29-AUG-05,13,5,"David Hamilton","4",19,100,5,22
"T02","01",29-AUG-05,10,30,"David Hamilton","4",17,80,4,22
"T10","01",30-AUG-05,11,45,"C Hobbs","5",22,100,1,22
"T08","01",30-AUG-05,11,34,"Michele Taylor","6",26,93,3,22
"T06","01",30-AUG-05,11,20,"J.E.Bater","4",26,100,1,22
"T09","01",31-AUG-05,14,15,"Christine Tilbury","7",26,82,0,22
"T12","01",31-AUG-05,10,45,"Terry Chambers","10",17.5,30,-1,22
"T03","01",31-AUG-05,12,45,"H D Nicholson","2",20,0,1,22
"T05","01",01-SEP-05,14,15,"Belinda Wheeler","6",20,75,2,22
"T07","01",01-SEP-05,13,10,"Gordon Common","2",18,85,3,22
"T08","01",02-SEP-05,14,21,"Michele Taylor","6",23,100,1,23
"T04","02",02-SEP-05,13,30,"Ian H Findlay","1",18,100,1,23
"T05","01",03-SEP-05,13,30,"Belinda Wheeler","6",22,90,4,23
"T07","01",06-SEP-05,11,4,"Gordon Common","2",22,100,3,23
"T10","01",06-SEP-05,13,10,"C Hobbs","5",21,87,2,23
"T09","01",06-SEP-05,11,25,"Christine Tilbury","7",20,100,0,23
"T03","01",07-SEP-05,11,55,"H D Nicholson","2",17,50,2,23
"T06","01",07-SEP-05,11,15,"J.E.Bater","4",24,100,2,23
"T01","01",08-SEP-05,13,40,"Simon McMillan","4",20,0,3,23
"T04","02",10-SEP-05,11,30,"Ian H Findlay","1",18,100,2,24
"T08","01",12-SEP-05,11,45,"Ben Carpenter","8",20,100,2,24
"T07","01",12-SEP-05,11,47,"Gordon Common","2",18,100,1,24
"T10","01",13-SEP-05,13,30,"Stuart Corbett","4",21,20,3,24
"T01","01",15-SEP-05,13,30,"Simon McMillan","4",21,92,5,24
"T05","01",19-SEP-05,11,0,"Belinda Wheeler","6",17,100,1,25
"T08","01",20-SEP-05,13,55,"Ben Carpenter","8",22,69,2,25
"T10","01",21-SEP-05,12,28,"Stuart Corbett","4",19,60,3,25
"T03","01",21-SEP-05,11,50,"H D Nicholson","2",16,100,2,25
"T09","01",21-SEP-05,12,45,"Christine Tilbury","7",20,30,0,25
"T01","01",22-SEP-05,14,0,"Simon McMillan","4",22,75,2,25
"T04","02",22-SEP-05,11,0,"Ian H Findlay","1",17,100,1,25
"T04","02",27-SEP-05,11,0,"Ian H Findlay","1",14,100,5,26
"T02","02",27-SEP-05,15,0,"David Hamilton","4",14,100,4,26
"T08","01",27-SEP-05,11,37,"Ben Carpenter","8",18,82,3,26
"T09","01",27-SEP-05,14,45,"Christine Tilbury","7",17,42,0,26
"T02","01",27-SEP-05,13,30,"David Hamilton","4",14,100,5,26
"T01","01",29-SEP-05,14,35,"Simon McMillan","4",15,50,4,26
"T08","01",04-OCT-05,11,5,"Ben Carpenter","8",16,100,2,
"T08","01",10-OCT-05,13,43,"Ben Carpenter","8",22,100,4,
"T09","01",14-OCT-05,,,"Christine Tilbury","7",,61,-1,
"T08","01",17-OCT-05,14,57,"Ben Carpenter","8",17,77,0,
"T02","02",25-MAR-06,,,"David Hamilton","4",,0,,
"T06","01",01-APR-06,11,45,"John Bater","4",11,80,2,1
"T12","01",05-APR-06,0,,"Terry Chalmers","10",,61,,1
"T04","02",05-APR-06,11,30,"Ian H Findlay","1",5,75,2,1
"T12","01",12-APR-06,0,,"Terry Chalmers","10",,0,,2
"T06","01",12-APR-06,11,30,"John Bater","4",11,50,1,2
"T04","02",14-APR-06,11,30,"Ian H Findlay","1",9,100,2,2
"T06","01",15-APR-06,11,30,"John Bater","4",14,40,1,3
"T08","01",18-APR-06,12,30,"Ben Carpenter","8",14,89,2,3
"T12","01",19-APR-06,0,,"Terry Chalmers","10",10,60,1,3
"T04","02",19-APR-06,11,30,"Ian H Findlay","1",10,100,1,3
"T08","01",22-APR-06,0,,"Michele Taylor","6",,61,,4
"T05","01",22-APR-06,12,25,"Belinda Wheeler","6",18,83,1,4
"T04","02",23-APR-06,11,30,"Ian H Findlay","1",13,100,2,4
"T07","01",24-APR-06,13,45,"Gordon Common","2",14,93,3,4
"T12","01",26-APR-06,11,0,"Terry Chalmers","10",10,5,3,4
"T02","01",26-APR-06,13,45,"Dave Hamilton","4",13,86,,4
"T05","01",29-APR-06,13,39,"Belinda Wheeler","6",17,90,3,5
"T02","01",02-MAY-06,10,30,"Dave Hamilton","4",17,100,,5
"T04","02",03-MAY-06,11,30,"Ian H Findlay","1",15,100,2,5
"T09","01",03-MAY-06,12,5,"Christine Tilbury","7",15,0,0,5
"T12","01",03-MAY-06,0,,"Terry Chalmers","10",10,95,6,5
"T07","01",03-MAY-06,13,44,"Gordon Common","2",16,100,4,5
"T04","01",03-MAY-06,14,20,"Bev Dodd","18",12,100,3,5
"T11","01",04-MAY-06,14,35,"M M","5",18,14,5,5
"T01","01",04-MAY-06,13,30,"Simon McMillan","4",24,100,4,5
"T10","01",04-MAY-06,14,50,"Stuart Corbett","4",21,100,3,5
"T08","01",04-MAY-06,12,35,"Michele Taylor","6",25,100,5,5
"T06","01",05-MAY-06,11,25,"John Bater","4",21,100,0,5
"T07","01",09-MAY-06,11,25,"Gordon Common","2",16,100,3,6
"T08","01",10-MAY-06,11,10,"Michele Taylor","6",18,100,3,6
"T12","01",10-MAY-06,10,10,"Terry Chalmers","10",17,100,1,6
"T11","01",10-MAY-06,12,33,"M M","5",19,94,4,6
"T04","01",10-MAY-06,13,45,"J K Adamson","1",16,100,3,6
"T10","01",10-MAY-06,14,35,"Stuart Corbett","4",21,100,2,6
"T02","02",10-MAY-06,11,10,"David Hamilton","4",18,100,,6
"T02","01",10-MAY-06,11,50,"Dave Hamilton","4",18,100,,6
"T01","01",10-MAY-06,13,40,"Simon McMillan","4",20,100,4,6
"T06","01",10-MAY-06,12,0,"John Bater","4",17,100,1,6
"T04","02",10-MAY-06,14,0,"Ian H Findlay","1",18,100,1,6
"T09","01",10-MAY-06,14,26,"Christine Tilbury","7",21,100,1,6
"T05","01",11-MAY-06,10,50,"Belinda Wheeler","6",21,100,1,6
"T02","01",17-MAY-06,14,0,"Dave Hamilton","4",16,73,,7
"T09","01",17-MAY-06,14,10,"Christine Tilbury","7",19,8,0,7
"T12","01",17-MAY-06,0,,"Terry Chalmers","10",12,30,2,7
"T08","01",18-MAY-06,11,40,"Michele Taylor","6",17,61,4,7
"T04","02",18-MAY-06,12,0,"Ian H Findlay","1",13,50,3,7
"T02","02",18-MAY-06,13,30,"David Hamilton","4",15,50,,7
"T01","01",19-MAY-06,14,0,"Simon McMillan","4",15,67,6,7
"T12","01",24-MAY-06,0,,"Terry Chalmers","10",10,0,4,8
"T02","01",25-MAY-06,13,40,"Dave Hamilton","4",14,100,,8
"T04","02",25-MAY-06,12,0,"Ian H Findlay","1",11,100,2,8
"T02","02",25-MAY-06,14,45,"David Hamilton","4",14,50,,8
"T08","01",25-MAY-06,14,40,"Amanda Borrows","9",18,100,2,8
"T01","01",25-MAY-06,13,45,"Simon McMillan","4",16,61,4,8
"T10","01",25-MAY-06,14,25,"Stuart Corbett","4",17,87,2,8
"T06","01",25-MAY-06,11,30,"John Bater","4",16,60,2,8
"T04","02",30-MAY-06,12,0,"Ian H Findlay","1",10,100,2,9
"T12","01",31-MAY-06,0,,"Terry Chalmers","10",10,40,2,9
"T05","01",31-MAY-06,12,55,"Belinda Wheeler","6",17,97,2,9
"T11","01",01-JUN-06,14,2,"M M","5",12,100,5,9
"T07","01",02-JUN-06,11,30,"Gordon Common","2",16,100,2,9
"T01","01",02-JUN-06,14,20,"Simon McMillan","4",20,100,4,9
"T09","01",02-JUN-06,14,0,"Christine Tilbury","7",19,100,0,9
"T08","01",02-JUN-06,11,35,"Amanda Borrows","9",18,50,1,9
"T02","02",02-JUN-06,13,15,"David Hamilton","4",19,100,,9
"T05","01",03-JUN-06,14,10,"Belinda Wheeler","6",22,100,2,10
"T10","01",05-JUN-06,13,15,"Stuart Corbett","4",20,92,3,10
"T08","01",06-JUN-06,11,18,"Amanda Borrows","9",20,100,2,10
"T02","01",06-JUN-06,13,30,"Dave Hamilton","4",19,100,,10
"T07","01",06-JUN-06,11,20,"Gordon Common","2",19,100,1,10
"T06","01",06-JUN-06,11,30,"John Bater","4",19,100,0,10
"T02","02",06-JUN-06,11,0,"David Hamilton","4",18,100,,10
"T11","01",06-JUN-06,15,5,"M M","5",18,28,3,10
"T12","01",07-JUN-06,10,30,"Terry Chalmers","10",17,70,1,10
"T04","01",07-JUN-06,12,5,"Bev Dodd","18",17,40,3,10
"T04","02",08-JUN-06,11,30,"Ian H Findlay","1",21,100,1,10
"T01","01",09-JUN-06,14,0,"Simon McMillan","4",25,100,2,10
"T04","02",10-JUN-06,11,30,"Ian H Findlay","1",22,100,1,11
"T09","01",11-JUN-06,14,0,"Christine Tilbury","7",19,50,1,11
"T08","01",12-JUN-06,14,5,"Amanda Borrows","9",28,97,3,11
"T02","01",13-JUN-06,14,0,"Dave Hamilton","4",,100,,11
"T07","01",13-JUN-06,14,26,"Gordon Common","2",17,38,1,11
"T12","01",14-JUN-06,0,,"Terry Chalmers","10",14,25,2,11
"T04","01",14-JUN-06,12,55,"Bev Dodd","18",14,40,3,11
"T10","01",15-JUN-06,0,,"Stuart Corbett","4",19,87,2,11
"T05","01",15-JUN-06,11,30,"Belinda Wheeler","6",22,100,1,11
"T11","01",15-JUN-06,13,40,"M M","5",15,46,1,11
"T10","01",15-JUN-06,11,45,"C Hobbs","5",18,100,2,11
"T02","02",15-JUN-06,13,30,"David Hamilton","4",19,100,,11
"T06","01",16-JUN-06,11,15,"John Bater","4",20,100,1,11
"T01","01",17-JUN-06,12,30,"Simon McMillan","4",26,100,2,12
"T04","02",17-JUN-06,12,0,"Ian H Findlay","1",20,50,1,12
"T10","01",20-JUN-06,11,45,"C Hobbs","5",18,80,3,12
"T08","01",20-JUN-06,11,27,"Michele Taylor","6",21,51,2,12
"T12","01",21-JUN-06,0,,"Terry Chalmers","10",10,10,6,12
"T02","02",22-JUN-06,13,15,"David Hamilton","4",16,75,,12
"T06","01",22-JUN-06,11,30,"John Bater","4",16,100,3,12
"T09","01",23-JUN-06,14,25,"Christine Tilbury","7",19,92,0,12
"T02","01",23-JUN-06,14,0,"Dave Hamilton","4",15,0,,12
"T05","01",24-JUN-06,12,20,"Belinda Wheeler","6",21,91,1,13
"T10","01",27-JUN-06,12,50,"Stuart Corbett","4",17,80,3,13
"T12","01",28-JUN-06,10,18,"Terry Chalmers","10",17,80,2,13
"T09","01",28-JUN-06,13,30,"Christine Tilbury","7",18,12,0,13
"T04","01",28-JUN-06,11,55,"J K Adamson","1",15,90,3,13
"T01","01",29-JUN-06,12,40,"Simon McMillan","4",25,75,3,13
"T08","01",29-JUN-06,11,18,"Michele Taylor","6",24,88,3,13
"T04","02",29-JUN-06,15,0,"Ian H Findlay","1",20,100,1,13
"T06","01",29-JUN-06,11,30,"John Bater","4",25,100,1,13
"T04","02",02-JUL-06,12,0,"Ian H Findlay","1",24,100,0,14
"T05","01",03-JUL-06,14,20,"Belinda Wheeler","6",29,67,2,14
"T08","01",03-JUL-06,13,55,"Michele Taylor","6",31,74,4,14
"T06","01",03-JUL-06,11,30,"John Bater","4",30,100,1,14
"T09","01",04-JUL-06,13,30,"Christine Tilbury","7",26,46,0,14
"T10","01",04-JUL-06,12,10,"Stuart Corbett","4",27,100,3,14
"T02","01",04-JUL-06,13,30,"Dave Hamilton","4",19,100,,14
"T07","01",04-JUL-06,13,55,"Gordon Common","2",20,100,3,14
"T02","02",05-JUL-06,13,45,"David Hamilton","4",21,100,,14
"T12","01",05-JUL-06,10,47,"Terry Chalmers","10",,61,,14
"T08","01",11-JUL-06,11,38,"Amanda Borrows","9",23,86,2,15
"T02","01",11-JUL-06,14,30,"Dave Hamilton","4",19,86,,15
"T10","01",11-JUL-06,14,0,"Stuart Corbett","4",21,100,3,15
"T05","01",11-JUL-06,11,15,"Belinda Wheeler","6",21,93,3,15
"T12","01",12-JUL-06,11,41,"Terry Chalmers","10",,54,,15
"T11","01",13-JUL-06,14,10,"M M","5",14,100,3,15
"T04","02",13-JUL-06,14,0,"Ian H Findlay","1",17,100,2,15
"T02","02",13-JUL-06,14,0,"David Hamilton","4",17,0,,15
"T01","01",13-JUL-06,12,45,"Simon McMillan","4",24,100,3,15
"T09","01",14-JUL-06,10,55,"Martin Jukes","9",20,78,1,15
"T06","01",14-JUL-06,11,15,"John Bater","4",21,100,2,15
"T07","01",14-JUL-06,11,10,"Gordon Common","2",18,100,1,15
"T04","02",16-JUL-06,12,0,"Ian H Findlay","1",23,100,1,16
"T09","01",17-JUL-06,11,20,"Christine Tilbury","7",27,100,1,16
"T05","01",17-JUL-06,94,5,"Belinda Wheeler","6",27,100,2,16
"T02","02",17-JUL-06,13,45,"David Hamilton","4",27,100,,16
"T02","01",17-JUL-06,12,0,"Dave Hamilton","4",25,95,,16
"T06","01",17-JUL-06,11,30,"John Bater","4",23,100,0,16
"T07","01",17-JUL-06,11,39,"Gordon Common","2",24,100,2,16
"T01","01",18-JUL-06,13,0,"Simon McMillan","4",31,100,4,16
"T08","01",18-JUL-06,11,10,"Amanda Borrows","9",30,100,3,16
"T10","01",18-JUL-06,10,45,"Stuart Corbett","4",29,100,2,16
"T11","01",18-JUL-06,13,44,"M M","5",27,100,3,16
"T12","01",19-JUL-06,0,0,"Terry Chalmers","10",,80,,16
"T06","01",24-JUL-06,11,45,"John Bater","4",25,100,0,17
"T05","01",24-JUL-06,14,10,"Belinda Wheeler","6",26,100,1,17
"T08","01",24-JUL-06,13,41,"Amanda Borrows","9",28,90,2,17
"T02","01",24-JUL-06,14,0,"Dave Hamilton","4",22,55,2,17
"T02","01",25-JUL-06,15,5,"Dave Hamilton","4",22,100,3,17
"T09","01",25-JUL-06,10,55,"Christine Tilbury","7",27,75,0,17
"T02","02",25-JUL-06,,,"David Hamilton","4",,76,,17
"T07","01",25-JUL-06,11,35,"Gordon Common","2",26,100,3,17
"T04","02",25-JUL-06,11,30,"Ian H Findlay","1",26,100,1,17
"T12","01",26-JUL-06,10,30,"Phil L","11",23,50,1,17
"T04","01",26-JUL-06,11,55,"Bev Dodd","18",19,30,2,17
"T10","01",26-JUL-06,11,30,"Stuart Corbett","4",28,100,1,17
"T01","01",26-JUL-06,13,45,"Simon McMillan","4",29,33,2,17
"T11","01",27-JUL-06,13,55,"M M","5",16,0,1,17
"T04","02",29-JUL-06,13,0,"Ian H Findlay","1",23,100,1,18
"T12","01",02-AUG-06,0,,"Terry Chalmers","10",,61,,18
"T08","01",03-AUG-06,14,11,"Amanda Borrows","9",21,100,4,18
"T10","01",03-AUG-06,13,30,"Stuart Corbett","4",21,100,3,18
"T09","01",03-AUG-06,13,55,"Christine Tilbury","7",19,28,0,18
"T07","01",03-AUG-06,13,50,"Gordon Common","2",15,75,2,18
"T06","01",04-AUG-06,11,45,"John Bater","4",19,0,0,18
"T05","01",04-AUG-06,14,45,"Belinda Wheeler","6",22,97,4,18
"T02","02",04-AUG-06,14,1,"G. Porseti","7",17,22,4,18
"T04","02",06-AUG-06,11,30,"Ian H Findlay","1",21,100,2,19
"T08","01",07-AUG-06,14,30,"Michele Taylor","6",22,0,4,19
"T05","01",07-AUG-06,14,10,"Belinda Wheeler","6",21,0,1,19
"T09","01",08-AUG-06,15,0,"Christine Tilbury","7",21,95,0,19
"T01","01",09-AUG-06,12,45,"Simon McMillan","4",20,8,4,19
"T02","01",09-AUG-06,15,20,"Gabor Pozsgai","6",17,50,2,18
"T12","01",09-AUG-06,0,,"Terry Chalmers","10",,61,,19
"T10","01",09-AUG-06,13,40,"Stuart Corbett","4",22,100,3,19
"T06","01",10-AUG-06,13,20,"John Bater","4",19,50,4,19
"T02","01",11-AUG-06,14,30,"Gabor Pozsgai","6",16,70,5,19
"T02","02",11-AUG-06,12,50,"David Hamilton","4",16,42,5,19
"T02","02",14-AUG-06,15,0,"David Hamilton","4",15,100,5,20
"T02","01",14-AUG-06,13,45,"Dave Hamilton","4",15,100,5,20
"T08","01",15-AUG-06,11,30,"Michele Taylor","6",18,13,3,20
"T10","01",15-AUG-06,11,35,"C Hobbs","5",19,33,2,20
"T04","01",16-AUG-06,12,40,"J K Adamson","1",15,0,1,20
"T09","01",16-AUG-06,14,0,"Christine Tilbury","7",18,10,0,20
"T04","02",16-AUG-06,11,30,"Ian H Findlay","1",14,50,1,20
"T12","01",16-AUG-06,0,,"Terry Chalmers","10",,61,,20
"T01","01",16-AUG-06,13,45,"Simon McMillan","4",21,58,4,20
"T06","01",16-AUG-06,10,30,"John Bater","4",20,60,2,20
"T07","01",17-AUG-06,13,47,"Gordon Common","2",17,72,4,20
"T05","01",22-AUG-06,10,15,"Roger E.N. Smith","5",21,0,3,21
"T08","01",22-AUG-06,12,10,"Amanda Borrows","9",21,2,2,21
"T06","01",22-AUG-06,11,5,"John Bater","4",19,100,0,21
"T12","01",23-AUG-06,10,15,"Terry Chalmers","10",14,20,1,21
"T09","01",24-AUG-06,11,20,"Christine Tilbury","7",16,100,0,21
"T10","01",24-AUG-06,11,45,"C Hobbs","5",19,73,2,21
"T02","01",24-AUG-06,13,55,"Dave Hamilton","4",18,32,1,21
"T02","02",24-AUG-06,15,5,"David Hamilton","4",17,0,1,21
"T01","01",24-AUG-06,14,0,"Simon McMillan","4",21,100,5,21
"T04","02",24-AUG-06,11,30,"Ian H Findlay","1",17,100,2,21
"T07","01",25-AUG-06,11,2,"Gordon Common","2",14,100,1,21
"T05","01",28-AUG-06,10,10,"Roger E.N. Smith","5",20,90,5,22
"T04","02",29-AUG-06,14,0,"Ian H Findlay","1",16,100,3,22
"T08","01",29-AUG-06,11,15,"Michele Taylor","6",18,72,4,22
"T12","01",30-AUG-06,11,0,"Terry Chalmers","10",11,60,3,22
"T02","01",30-AUG-06,14,20,"Dave Hamilton","4",18,77,1,22
"T06","01",30-AUG-06,11,30,"John Bater","4",17,100,3,22
"T01","01",30-AUG-06,14,30,"Simon McMillan","4",18,0,5,22
"T08","01",04-SEP-06,11,30,"Amanda Borrows","9",23,30,3,23
"T06","01",04-SEP-06,11,40,"John Bater","4",21,100,2,23
"T05","01",05-SEP-06,12,0,"Roger E.N. Smith","5",21,30,4,23
"T10","01",06-SEP-06,10,50,"Stuart Corbett","4",23,100,2,23
"T10","01",06-SEP-06,0,,"Stuart Corbett","4",23,20,2,23
"T12","01",06-SEP-06,0,,"Terry Chalmers","10",,61,,23
"T09","01",07-SEP-06,14,25,"Christine Tilbury","7",22,100,0,23
"T02","01",07-SEP-06,13,30,"Dave Hamilton","4",14,78,3,23
"T02","02",07-SEP-06,15,0,"David Hamilton","4",15,100,3,23
"T04","02",08-SEP-06,12,0,"Ian H Findlay","1",17,100,0,23
"T04","02",10-SEP-06,14,0,"Ian H Findlay","1",20,100,2,24
"T10","01",11-SEP-06,11,20,"Stuart Corbett","4",25,87,2,24
"T08","01",11-SEP-06,13,58,"Amanda Borrows","9",28,49,2,24
"T07","01",11-SEP-06,13,20,"Gordon Common","2",19,100,3,24
"T06","01",12-SEP-06,11,30,"John Bater","4",18,80,0,24
"T05","01",12-SEP-06,12,15,"Roger E.N. Smith","5",21,100,4,24
"T02","01",13-SEP-06,14,15,"Dave Hamilton","4",17,0,1,24
"T12","01",13-SEP-06,0,,"Terry Chalmers","10",,61,,24
"T04","01",13-SEP-06,12,35,"Bev Dodd","18",17,0,3,24
"T01","01",13-SEP-06,12,40,"Simon McMillan","4",22,33,4,24
"T04","02",17-SEP-06,11,30,"Ian H Findlay","1",18,100,0,25
"T08","01",18-SEP-06,13,19,"Michele Taylor","6",20,67,3,25
"T02","02",18-SEP-06,14,35,"David Hamilton","4",16,0,3,25
"T02","01",18-SEP-06,13,30,"Dave Hamilton","4",16,64,2,25
"T10","01",18-SEP-06,11,0,"Stuart Corbett","4",19,80,3,25
"T05","01",19-SEP-06,12,10,"Belinda Wheeler","6",20,88,3,25
"T12","01",20-SEP-06,0,,"Terry Chalmers","10",,61,,25
"T01","01",20-SEP-06,13,0,"Simon McMillan","4",20,0,3,25
"T06","01",21-SEP-06,11,30,"John Bater","4",20,100,1,25
"T07","01",21-SEP-06,14,25,"Gordon Common","2",21,100,4,25
"T09","01",21-SEP-06,14,15,"Christine Tilbury","7",26,100,1,25
"T04","02",24-SEP-06,14,30,"Ian H Findlay","1",18,100,1,26
"T11","01",25-SEP-06,14,15,"Alex Turner","1",15,50,1,26
"T02","01",25-SEP-06,13,45,"Dave Hamilton","4",16,0,1,26
"T10","01",26-SEP-06,11,25,"Stuart Corbett","4",-1,61,-1,26
"T10","01",26-SEP-06,11,25,"Stuart Corbett","4",,61,,26
"T08","01",26-SEP-06,11,45,"Amanda Borrows","9",19,88,2,26
"T05","01",26-SEP-06,14,0,"Belinda Wheeler","6",20,100,1,26
"T06","01",27-SEP-06,11,10,"John Bater","4",18,80,2,26
"T12","01",27-SEP-06,0,,"Terry Chalmers","10",,61,,26
"T01","01",27-SEP-06,12,45,"Simon McMillan","4",19,33,2,26
"T07","01",29-SEP-06,13,55,"Gordon Common","2",15,85,2,26
"T08","01",02-OCT-06,11,45,"Amanda Borrows","9",19,95,3,
"T08","01",09-OCT-06,11,26,"Amanda Borrows","9",18,13,3,
