unique_id,reported_taxa,corrected_taxa
9,136.003.001,Acantholimon androsaceum
9,136.004.008,Armeria alliacea
9,136.004.022,Armeria arcuata
9,136.004.033,Armeria berlengensis
9,136.004.002,Armeria canescens
9,136.004.043,Armeria cariensis
9,136.004.016,Armeria colorata
9,136.004.007,Armeria denticulata
9,136.004.021,Armeria duriaei
9,136.004.024,Armeria eriophylla
9,136.004.018,Armeria filicaulis
9,136.004.040,Armeria gaditana
9,136.004.023,Armeria girardii
9,136.004.041,Armeria hirta
9,136.004.042,Armeria hispalensis
9,136.004.025,Armeria humilis
9,136.004.030,Armeria juniperifolia
9,136.004.012,Armeria langei
9,136.004.027,Armeria leucocephala
9,136.004.020,Armeria littoralis
9,136.004.038,Armeria macrophylla
9,136.004.017,Armeria macropoda
9,136.004.001,Armeria maritima
9,136.004.015,Armeria morisii
9,136.004.028,Armeria multiceps
9,136.004.036,Armeria pinifolia
9,136.004.010,Armeria pseudarmeria
9,136.004.032,Armeria pubigera
9,136.004.035,Armeria pungens
9,136.004.037,Armeria rouyana
9,136.004.004,Armeria rumelica
9,136.004.009,Armeria ruscinonensis
9,136.004.005,Armeria sancta
9,136.004.026,Armeria sardoa
9,136.004.029,Armeria soleirolii
9,136.004.999,Armeria sp.
9,136.004.031,Armeria splendens
9,136.004.019,Armeria trachyphylla
9,136.004.014,Armeria transmontana
9,136.004.003,Armeria undulata
9,136.004.006,Armeria vandasii
9,136.004.039,Armeria velutina
9,136.004.011,Armeria vestita
9,136.004.013,Armeria villosa
9,136.004.034,Armeria welwitschii
9,136.002.001,Ceratostigma plumbaginoides
9,136.006.010,Goniolimon besseranum
9,136.006.009,Goniolimon collinum
9,136.006.004,Goniolimon dalmaticum
9,136.006.001,Goniolimon elatum
9,136.006.008,Goniolimon graminifolium
9,136.006.003,Goniolimon heldreichii
9,136.006.007,Goniolimon rubellum
9,136.006.011,Goniolimon sartorii
9,136.006.999,Goniolimon sp.
9,136.006.002,Goniolimon speciosum
9,136.006.005,Goniolimon tataricum
9,136.006.006,Goniolimon tauricum
9,136.007.001,Limoniastrum monopetalum
9,136.005.034,Limonium acutifolium
9,136.005.052,Limonium albidum
9,136.005.083,Limonium album
9,136.005.040,Limonium anfractum
9,136.005.035,Limonium aragonense
9,136.005.029,Limonium articulatum
9,136.005.010,Limonium asterotrichum
9,136.005.072,Limonium auriculae-ursifolium
9,136.005.019,Limonium bellidifolium
9,136.005.075,Limonium biflorum
9,136.005.067,Limonium binervosum
9,136.005.039,Limonium bocconei
9,136.005.002,Limonium bonduellei
9,136.005.004,Limonium brassicifolium
9,136.005.012,Limonium bungei
9,136.005.007,Limonium caesium
9,136.005.043,Limonium calaminare
9,136.005.027,Limonium calcarae
9,136.005.020,Limonium cancellatum
9,136.005.032,Limonium caprariense
9,136.005.057,Limonium carpathum
9,136.005.028,Limonium catalaunicum
9,136.005.082,Limonium coincyi
9,136.005.023,Limonium cordatum
9,136.005.079,Limonium costae
9,136.005.036,Limonium cosyrense
9,136.005.084,Limonium cymuliferum
9,136.005.077,Limonium delicatulum
9,136.005.065,Limonium densiflorum
9,136.005.062,Limonium densissimum
9,136.005.026,Limonium dichotomum
9,136.005.006,Limonium diffusum
9,136.005.066,Limonium dufourei
9,136.005.059,Limonium duriusculum
9,136.005.087,Limonium echioides
9,136.005.058,Limonium emarginatum
9,136.005.081,Limonium eugeniae
9,136.005.005,Limonium ferulaceum
9,136.005.053,Limonium frederici
9,136.005.024,Limonium furfuraceum
9,136.005.078,Limonium gibertii
9,136.005.064,Limonium girardianum
9,136.005.013,Limonium gmelinii
9,136.005.051,Limonium gougetianum
9,136.005.055,Limonium graecum
9,136.005.045,Limonium hermaeum
9,136.005.015,Limonium hirsuticalyx
9,136.005.018,Limonium humile
9,136.005.048,Limonium inarimense
9,136.005.008,Limonium insigne
9,136.005.030,Limonium japygicum
9,136.005.022,Limonium johannis
9,136.005.050,Limonium laetum
9,136.005.009,Limonium latifolium
9,136.005.076,Limonium lausianum
9,136.005.025,Limonium lucentinum
9,136.005.073,Limonium majoricum
9,136.005.041,Limonium melium
9,136.005.014,Limonium meyeri
9,136.005.047,Limonium minutiflorum
9,136.005.031,Limonium minutum
9,136.005.038,Limonium multiforme
9,136.005.061,Limonium ocymifolium
9,136.005.056,Limonium oleifolium
9,136.005.074,Limonium ovalifolium
9,136.005.054,Limonium panormitanum
9,136.005.070,Limonium paradoxum
9,136.005.063,Limonium parvibracteatum
9,136.005.033,Limonium parvifolium
9,136.005.037,Limonium pontium
9,136.005.060,Limonium ramosissimum
9,136.005.068,Limonium recurvum
9,136.005.046,Limonium remotispiculum
9,136.005.071,Limonium salmonis
9,136.005.011,Limonium sareptanum
9,136.005.080,Limonium sibthorpianum
9,136.005.001,Limonium sinuatum
9,136.005.999,Limonium sp.
9,136.005.086,Limonium suffruticosum
9,136.005.085,Limonium supinum
9,136.005.049,Limonium tenoreanum
9,136.005.044,Limonium tenuiculum
9,136.005.003,Limonium thouinii
9,136.005.016,Limonium tomentellum
9,136.005.069,Limonium transwallianum
9,136.005.042,Limonium tremolsii
9,136.005.021,Limonium vestitum
9,136.005.017,Limonium vulgare
9,136.001.001,Plumbago europaea
9,136.008.001,Psylliostachys spicata
9,145.002.001,Collomia grandiflora
9,145.001.002,Polemonium acutiflorum
9,145.001.003,Polemonium boreale
9,145.001.001,Polemonium caeruleum
9,145.001.999,Polemonium sp.
9,092.001.025,Polygala alpestris
9,092.001.033,Polygala alpina
9,092.001.031,Polygala amara
9,092.001.032,Polygala amarella
9,092.001.012,Polygala anatolica
9,092.001.022,Polygala apiculata
9,092.001.018,Polygala baetica
9,092.001.013,Polygala boissieri
9,092.001.030,Polygala calcarea
9,092.001.027,Polygala carueliana
9,092.001.002,Polygala chamaebuxus
9,092.001.023,Polygala comosa
9,092.001.028,Polygala cristagalli
9,092.001.019,Polygala doerfleri
9,092.001.029,Polygala edmundii
9,092.001.006,Polygala exilis
9,092.001.020,Polygala flavescens
9,092.001.017,Polygala lusitanica
9,092.001.011,Polygala major
9,092.001.001,Polygala microphylla
9,092.001.010,Polygala monspeliaca
9,092.001.004,Polygala myrtifolia
9,092.001.021,Polygala nicaeensis
9,092.001.015,Polygala preslii
9,092.001.005,Polygala rupestris
9,092.001.016,Polygala sardoa
9,092.001.026,Polygala serpyllifolia
9,092.001.007,Polygala sibirica
9,092.001.999,Polygala sp.
9,092.001.008,Polygala subuniflora
9,092.001.009,Polygala supina
9,092.001.003,Polygala vayredae
9,092.001.014,Polygala venulosa
9,092.001.024,Polygala vulgaris
9,047.012.004,Atraphaxis billardieri
9,047.012.003,Atraphaxis frutescens
9,047.012.002,Atraphaxis replicata
9,047.012.999,Atraphaxis sp.
9,047.012.001,Atraphaxis spinosa
9,047.011.001,Calligonum aphyllum
9,047.009.001,Emex spinosa
9,047.005.001,Fagopyrum esculentum
9,047.005.999,Fagopyrum sp.
9,047.005.002,Fagopyrum tataricum
9,047.003.003,Fallopia baldschuanica
9,047.003.001,Fallopia convolvulus
9,047.003.002,Fallopia dumetorum
9,047.003.999,Fallopia sp.
9,047.001.001,Koenigia islandica
9,047.010.001,Muehlenbeckia complexa
9,047.006.001,Oxyria digyna
9,047.002.022,Polygonum acetosum
9,047.002.014,Polygonum albanicum
9,047.002.041,Polygonum alpinum
9,047.002.031,Polygonum amphibium
9,047.002.039,Polygonum amplexicaule
9,047.002.013,Polygonum arenarium
9,047.002.020,Polygonum arenastrum
9,047.002.017,Polygonum aviculare
9,047.002.011,Polygonum bellardii
9,047.002.038,Polygonum bistorta
9,047.002.018,Polygonum boreale
9,047.002.044,Polygonum campanulatum
9,047.002.036,Polygonum capitatum
9,047.002.008,Polygonum cognatum
9,047.002.002,Polygonum equisetiforme
9,047.002.009,Polygonum floribundum
9,047.002.024,Polygonum foliosum
9,047.002.016,Polygonum graminifolium
9,047.002.026,Polygonum hydropiper
9,047.002.032,Polygonum hydropiperoides
9,047.002.004,Polygonum icaricum
9,047.002.007,Polygonum idaeum
9,047.002.030,Polygonum lanigerum
9,047.002.029,Polygonum lapathifolium
9,047.002.042,Polygonum laxmannii
9,047.002.021,Polygonum longipes
9,047.002.006,Polygonum maritimum
9,047.002.023,Polygonum minus
9,047.002.025,Polygonum mite
9,047.002.035,Polygonum nepalense
9,047.002.033,Polygonum orientale
9,047.002.015,Polygonum oxyspermum
9,047.002.012,Polygonum patulum
9,047.002.028,Polygonum persicaria
9,047.002.043,Polygonum polystachyum
9,047.002.005,Polygonum romanum
9,047.002.019,Polygonum rurivagum
9,047.002.037,Polygonum sagittatum
9,047.002.027,Polygonum salicifolium
9,047.002.010,Polygonum salsugineum
9,047.002.001,Polygonum scoparium
9,047.002.999,Polygonum sp.
9,047.002.003,Polygonum tenoreanum
9,047.002.034,Polygonum tinctorium
9,047.002.040,Polygonum viviparum
9,047.004.001,Reynoutria japonica
9,047.004.002,Reynoutria sachalinensis
9,047.004.999,Reynoutria sp.
9,047.007.002,Rheum rhaponticum
9,047.007.999,Rheum sp.
9,047.007.001,Rheum tataricum
9,047.008.011,Rumex acetosa
9,047.008.001,Rumex acetosella
9,047.008.009,Rumex alpestris
9,047.008.019,Rumex alpinus
9,047.008.020,Rumex aquaticus
9,047.008.024,Rumex aquitanicus
9,047.008.021,Rumex azoricus
9,047.008.022,Rumex balcanicus
9,047.008.044,Rumex bucephalophorus
9,047.008.026,Rumex confertus
9,047.008.032,Rumex conglomeratus
9,047.008.030,Rumex crispus
9,047.008.028,Rumex cristatus
9,047.008.038,Rumex dentatus
9,047.008.018,Rumex frutescens
9,047.008.002,Rumex graminifolius
9,047.008.027,Rumex hydrolapathum
9,047.008.014,Rumex intermedius
9,047.008.025,Rumex longifolius
9,047.008.003,Rumex lunaria
9,047.008.040,Rumex maritimus
9,047.008.042,Rumex marschallianus
9,047.008.010,Rumex nebroides
9,047.008.035,Rumex nepalensis
9,047.008.008,Rumex nivalis
9,047.008.037,Rumex obtusifolius
9,047.008.039,Rumex palustris
9,047.008.029,Rumex patientia
9,047.008.023,Rumex pseudonatronatus
9,047.008.036,Rumex pulcher
9,047.008.041,Rumex rossicus
9,047.008.012,Rumex rugosus
9,047.008.034,Rumex rupestris
9,047.008.017,Rumex salicifolius
9,047.008.033,Rumex sanguineus
9,047.008.006,Rumex scutatus
9,047.008.999,Rumex sp.
9,047.008.031,Rumex stenophyllus
9,047.008.005,Rumex suffruticosus
9,047.008.013,Rumex thyrsiflorus
9,047.008.015,Rumex thyrsoides
9,047.008.004,Rumex tingitanus
9,047.008.007,Rumex tuberosus
9,047.008.043,Rumex ucranicus
9,047.008.016,Rumex vesicarius
9,012.001.001,Polypodium cambricum
9,012.001.004,Polypodium interjectum
9,012.001.002,Polypodium macaronesicum
9,012.001.999,Polypodium sp.
9,012.001.003,Polypodium vulgare
9,385.001.001,Atrichum angustatum
9,385.001.999,Atrichum sp.
9,385.001.003,Atrichum tenellum
9,385.001.004,Atrichum undulatum
9,385.002.001,Oligotrichum hercynicum
9,385.003.001,Pogonatum aloides
9,385.003.003,Pogonatum nanum
9,385.003.999,Pogonatum sp.
9,385.003.004,Pogonatum urnigerum
9,385.004.001,Polytrichastrum alpinum
9,385.004.002,Polytrichastrum sexangulare
9,385.004.999,Polytrichastrum sp.
9,385.005.001,Polytrichum commune
9,385.005.002,Polytrichum formosum
9,385.005.004,Polytrichum juniperinum
9,385.005.005,Polytrichum longisetum
9,385.005.006,Polytrichum pallidisetum
9,385.005.007,Polytrichum piliferum
9,385.005.999,Polytrichum sp.
9,385.005.008,Polytrichum strictum
9,187.003.001,Eichornia crassipes
9,187.002.001,Heteranthera reniformis
9,187.004.001,Monochoria korsakowii
9,187.001.001,Pontederia cordata
9,386.005.001,Porella arboris-vitae
9,386.005.009,Porella baueri
9,386.005.003,Porella cordaeana
9,386.005.006,Porella platyphylla
9,386.005.008,Porella platyphylla agg.
9,386.005.007,Porella platyphylloidea
9,386.005.999,Porella sp.
9,055.003.001,Claytonia perfoliata
9,055.003.002,Claytonia sibirica
9,055.003.999,Claytonia sp.
9,055.002.001,Montia fontana
9,055.001.001,Portulaca oleracea
9,179.001.001,Posidonia oceanica
9,177.002.001,Groenlandia densa
9,177.001.018,Potamogeton acutifolius
9,177.001.007,Potamogeton alpinus
9,177.001.015,Potamogeton berchtoldii
9,177.001.003,Potamogeton coloratus
9,177.001.017,Potamogeton compressus
9,177.001.019,Potamogeton crispus
9,177.001.010,Potamogeton epihydrus
9,177.001.020,Potamogeton filiformis
9,177.001.011,Potamogeton friesii
9,177.001.006,Potamogeton gramineus
9,177.001.005,Potamogeton lucens
9,177.001.001,Potamogeton natans
9,177.001.004,Potamogeton nodosus
9,177.001.014,Potamogeton obtusifolius
9,177.001.022,Potamogeton pectinatus
9,177.001.009,Potamogeton perfoliatus
9,177.001.002,Potamogeton polygonifolius
9,177.001.008,Potamogeton praelongus
9,177.001.013,Potamogeton pusillus
9,177.001.012,Potamogeton rutilus
9,177.001.999,Potamogeton sp.
9,177.001.016,Potamogeton trichoides
9,177.001.021,Potamogeton vaginatus
9,387.001.004,Acaulon muticum
9,387.001.005,Acaulon piligerum
9,387.001.999,Acaulon sp.
9,387.001.006,Acaulon triquetrum
9,387.002.001,Aloina aloides
9,387.002.002,Aloina ambigua
9,387.002.003,Aloina brevirostris
9,387.002.004,Aloina rigida
9,387.002.999,Aloina sp.
9,387.003.001,Anoectangium aestivum
9,387.003.002,Anoectangium hornschuchianum
9,387.003.003,Anoectangium schliephackei
9,387.003.004,Anoectangium sendtnerianum
9,387.003.999,Anoectangium sp.
9,387.003.005,Anoectangium taeniatifolium
9,387.003.006,Anoectangium tenuinerve
9,387.005.001,Barbula bicolor
9,387.005.002,Barbula convoluta
9,387.005.003,Barbula crocea
9,387.005.004,Barbula enderesii
9,387.005.005,Barbula sinuosa
9,387.005.999,Barbula sp.
9,387.005.006,Barbula unguiculata
9,387.006.001,Bryoerythrophyllum alpigenum
9,387.006.005,Bryoerythrophyllum recurvirostre
9,387.006.006,Bryoerythrophyllum rubrum
9,387.006.999,Bryoerythrophyllum sp.
9,387.007.002,Crossidium crassinerve
9,387.007.999,Crossidium sp.
9,387.007.005,Crossidium squamiferum
9,387.008.001,Desmatodon cernuus
9,387.008.003,Desmatodon latifolius
9,387.008.004,Desmatodon laureri
9,387.008.005,Desmatodon leucostoma
9,387.008.006,Desmatodon randii
9,387.008.999,Desmatodon sp.
9,387.008.007,Desmatodon systylius
9,387.008.009,Desmatodon wilczekii
9,387.009.001,Didymodon acutus
9,387.009.002,Didymodon asperifolius
9,387.009.003,Didymodon cordatus
9,387.009.004,Didymodon fallax
9,387.009.005,Didymodon ferruginascens
9,387.009.006,Didymodon ferrugineus
9,387.009.007,Didymodon icmadophilus
9,387.009.008,Didymodon insulanus
9,387.009.010,Didymodon luridus
9,387.009.011,Didymodon mamillosus
9,387.009.013,Didymodon nicholsonii
9,387.009.014,Didymodon rigidulus
9,387.009.999,Didymodon sp.
9,387.009.015,Didymodon spadiceus
9,387.009.017,Didymodon tophaceus
9,387.009.018,Didymodon vinealis
9,387.010.001,Eucladium verticillatum
9,387.011.001,Geheebia gigantea
9,387.012.001,Gymnostomum aeruginosum
9,387.012.002,Gymnostomum boreale
9,387.012.003,Gymnostomum calcareum
9,387.012.999,Gymnostomum sp.
9,387.012.005,Gymnostomum viridulum
9,387.013.002,Gyroweisia tenuis
9,387.015.001,Hilpertia velenovskyi
9,387.017.002,Hymenostylium recurvirostre
9,387.018.001,Hyophila involuta
9,387.019.001,Leptobarbula berica
9,387.020.001,Leptodontium flexifolium
9,387.020.999,Leptodontium sp.
9,387.020.003,Leptodontium styriacum
9,387.021.001,Oxystegus cylindricus
9,387.023.001,Phascum curvicolle
9,387.023.002,Phascum cuspidatum
9,387.023.004,Phascum floerkeanum
9,387.023.999,Phascum sp.
9,387.024.001,Pleurochaete squarrosa
9,387.025.001,Pottia bryoides
9,387.025.002,Pottia caespitosa
9,387.025.005,Pottia davalliana
9,387.025.006,Pottia heimii
9,387.025.007,Pottia intermedia
9,387.025.008,Pottia lanceolata
9,387.025.010,Pottia recta
9,387.025.999,Pottia sp.
9,387.025.011,Pottia starckeana
9,387.025.012,Pottia truncata
9,387.026.001,Pseudocrossidium hornschuchianum
9,387.026.002,Pseudocrossidium revolutum
9,387.026.999,Pseudocrossidium sp.
9,387.027.001,Pterygoneurum kozlovii
9,387.027.002,Pterygoneurum lamellatum
9,387.027.003,Pterygoneurum ovatum
9,387.027.999,Pterygoneurum sp.
9,387.027.005,Pterygoneurum subsessile
9,387.029.001,Scopelophila cataractae
9,387.029.002,Scopelophila ligulata
9,387.029.999,Scopelophila sp.
9,387.030.001,Stegonia latifolia
9,387.031.001,Timmiella anomala
9,387.032.001,Tortella bambergeri
9,387.032.002,Tortella densa
9,387.032.003,Tortella flavovirens
9,387.032.004,Tortella fragilis
9,387.032.005,Tortella humilis
9,387.032.006,Tortella inclinata
9,387.032.999,Tortella sp.
9,387.032.011,Tortella tortuosa
9,387.033.002,Tortula atrovirens
9,387.033.004,Tortula brevissima
9,387.033.005,Tortula calcicolens
9,387.033.006,Tortula canescens
9,387.033.007,Tortula caninervis
9,387.033.008,Tortula cuneifolia
9,387.033.009,Tortula fragilis
9,387.033.013,Tortula inermis
9,387.033.014,Tortula intermedia
9,387.033.015,Tortula laevipila
9,387.033.016,Tortula latifolia
9,387.033.018,Tortula marginata
9,387.033.019,Tortula mucronifolia
9,387.033.020,Tortula muralis
9,387.033.021,Tortula norvegica
9,387.033.022,Tortula obtusifolia
9,387.033.024,Tortula papillosa
9,387.033.025,Tortula princeps
9,387.033.026,Tortula revolvens
9,387.033.028,Tortula ruraliformis
9,387.033.029,Tortula ruralis
9,387.033.030,Tortula sinensis
9,387.033.999,Tortula sp.
9,387.033.032,Tortula subulata
9,387.033.034,Tortula virescens
9,387.035.002,Trichostomum brachydontium
9,387.035.003,Trichostomum crispulum
9,387.035.999,Trichostomum sp.
9,387.037.001,Weissia brachycarpa
9,387.037.002,Weissia condensa
9,387.037.003,Weissia controversa
9,387.037.005,Weissia longifolia
9,387.037.008,Weissia rostellata
9,387.037.009,Weissia rutilans
9,387.037.999,Weissia sp.
9,387.037.010,Weissia squarrosa
9,387.037.012,Weissia triumphans
9,135.012.004,Anagallis arvensis
9,135.012.002,Anagallis crassifolia
9,135.012.005,Anagallis foemina
9,135.012.001,Anagallis minima
9,135.012.006,Anagallis monelli
9,135.012.999,Anagallis sp.
9,135.012.003,Anagallis tenella
9,135.003.020,Androsace alpina
9,135.003.022,Androsace brevis
9,135.003.009,Androsace carnea
9,135.003.003,Androsace chaixii
9,135.003.011,Androsace chamaejasme
9,135.003.018,Androsace ciliata
9,135.003.015,Androsace cylindrica
9,135.003.005,Androsace elongata
9,135.003.004,Androsace filiformis
9,135.003.019,Androsace hausmannii
9,135.003.008,Androsace hedraeantha
9,135.003.013,Androsace helvetica
9,135.003.006,Androsace lactea
9,135.003.016,Androsace mathildae
9,135.003.001,Androsace maxima
9,135.003.007,Androsace obtusifolia
9,135.003.017,Androsace pubescens
9,135.003.010,Androsace pyrenaica
9,135.003.002,Androsace septentrionalis
9,135.003.999,Androsace sp.
9,135.003.014,Androsace vandellii
9,135.003.012,Androsace villosa
9,135.003.021,Androsace wulfeniana
9,135.010.001,Asterolinon linum-stellatum
9,135.014.002,Coris hispanica
9,135.014.001,Coris monspeliensis
9,135.014.999,Coris sp.
9,135.004.001,Cortusa matthioli
9,135.007.006,Cyclamen balearicum
9,135.007.007,Cyclamen coum
9,135.007.005,Cyclamen creticum
9,135.007.002,Cyclamen graecum
9,135.007.001,Cyclamen hederifolium
9,135.007.008,Cyclamen persicum
9,135.007.003,Cyclamen purpurascens
9,135.007.004,Cyclamen repandum
9,135.007.999,Cyclamen sp.
9,135.011.001,Glaux maritima
9,135.006.001,Hottonia palustris
9,135.008.011,Lysimachia atropurpurea
9,135.008.005,Lysimachia ciliata
9,135.008.010,Lysimachia clethroides
9,135.008.012,Lysimachia dubia
9,135.008.009,Lysimachia ephemerum
9,135.008.008,Lysimachia minoricensis
9,135.008.001,Lysimachia nemorum
9,135.008.006,Lysimachia nummularia
9,135.008.007,Lysimachia punctata
9,135.008.002,Lysimachia serpyllifolia
9,135.008.999,Lysimachia sp.
9,135.008.004,Lysimachia terrestris
9,135.008.013,Lysimachia thyrsiflora
9,135.008.003,Lysimachia vulgaris
9,135.001.023,Primula allionii
9,135.001.031,Primula apennina
9,135.001.028,Primula auricula
9,135.001.027,Primula carniolica
9,135.001.018,Primula clusiana
9,135.001.032,Primula daonensis
9,135.001.013,Primula deorum
9,135.001.012,Primula egaliksensis
9,135.001.002,Primula elatior
9,135.001.004,Primula farinosa
9,135.001.005,Primula frondosa
9,135.001.016,Primula glaucescens
9,135.001.014,Primula glutinosa
9,135.001.007,Primula halleri
9,135.001.029,Primula hirsuta
9,135.001.021,Primula integrifolia
9,135.001.020,Primula kitaibeliana
9,135.001.025,Primula latifolia
9,135.001.006,Primula longiscapa
9,135.001.026,Primula marginata
9,135.001.019,Primula minima
9,135.001.011,Primula nutans
9,135.001.024,Primula palinuri
9,135.001.030,Primula pedemontana
9,135.001.009,Primula scandinavica
9,135.001.008,Primula scotica
9,135.001.999,Primula sp.
9,135.001.015,Primula spectabilis
9,135.001.010,Primula stricta
9,135.001.022,Primula tyrolensis
9,135.001.003,Primula veris
9,135.001.033,Primula villosa
9,135.001.001,Primula vulgaris
9,135.001.017,Primula wulfeniana
9,135.013.001,Samolus valerandi
9,135.005.004,Soldanella alpina
9,135.005.003,Soldanella austriaca
9,135.005.005,Soldanella carpatica
9,135.005.008,Soldanella dimoniei
9,135.005.007,Soldanella hungarica
9,135.005.002,Soldanella minima
9,135.005.009,Soldanella montana
9,135.005.006,Soldanella pindicola
9,135.005.001,Soldanella pusilla
9,135.005.999,Soldanella sp.
9,135.005.010,Soldanella villosa
9,135.009.001,Trientalis europaea
9,135.002.001,Vitaliana primuliflora
9,041.001.002,Hakea salicifolia
9,041.001.001,Hakea sericea
9,041.001.999,Hakea sp.
9,388.001.001,Blepharostoma trichophyllum
9,001.001.001,Psilotum nudum
9,010.001.002,Pteris cretica
9,010.001.001,Pteris incompleta
9,010.001.999,Pteris sp.
9,010.001.003,Pteris vittata
9,389.001.001,Heterocladium dimorphum
9,389.001.002,Heterocladium heteropterum
9,389.001.999,Heterocladium sp.
9,389.002.001,Myurella julacea
9,389.002.002,Myurella sibirica
9,389.002.999,Myurella sp.
9,389.002.003,Myurella tenerrima
9,389.003.001,Pterigynandrum filiforme
9,391.001.001,Ptilidium ciliare
9,391.001.002,Ptilidium pulcherrimum
9,391.001.999,Ptilidium sp.
9,392.001.001,Campylostelium saxicola
9,392.003.001,Ptychomitrium incurvum
9,392.003.003,Ptychomitrium polyphyllum
9,392.003.999,Ptychomitrium sp.
9,122.001.001,Punica granatum
9,131.004.002,Chimaphila maculata
9,131.004.999,Chimaphila sp.
9,131.004.001,Chimaphila umbellata
9,131.003.001,Moneses uniflora
9,131.005.001,Monotropa hypopitys
9,131.002.001,Orthilia secunda
9,131.001.007,Pyrola carpatica
9,131.001.003,Pyrola chlorantha
9,131.001.005,Pyrola grandiflora
9,131.001.002,Pyrola media
9,131.001.001,Pyrola minor
9,131.001.006,Pyrola norvegica
9,131.001.004,Pyrola rotundifolia
9,131.001.999,Pyrola sp.
9,393.001.003,Radula complanata
9,393.001.005,Radula lindenbergiana
9,393.001.999,Radula sp.
9,393.001.006,Radula visianica
9,045.001.001,Cytinus hypocistis
9,045.001.002,Cytinus ruber
9,045.001.999,Cytinus sp.
9,061.011.007,Aconitum angustifolium
9,061.011.002,Aconitum anthora
9,061.011.006,Aconitum burnatii
9,061.011.009,Aconitum degenii
9,061.011.001,Aconitum lycoctonum
9,061.011.005,Aconitum napellus
9,061.011.999,Aconitum sp.
9,061.011.004,Aconitum toxicum
9,061.011.008,Aconitum variegatum
9,061.011.003,Aconitum variegatum
9,061.008.002,Actaea erythrocarpa
9,061.008.999,Actaea sp.
9,061.008.001,Actaea spicata
9,061.018.009,Adonis aestivalis
9,061.018.007,Adonis annua
9,061.018.006,Adonis cyllenea
9,061.018.005,Adonis distorta
9,061.018.008,Adonis flammea
9,061.018.010,Adonis microcarpa
9,061.018.004,Adonis pyrenaica
9,061.018.003,Adonis sibirica
9,061.018.999,Adonis sp.
9,061.018.001,Adonis vernalis
9,061.018.002,Adonis volgensis
9,061.014.002,Anemone altaica
9,061.014.006,Anemone apennina
9,061.014.012,Anemone baldensis
9,061.014.007,Anemone blanda
9,061.014.015,Anemone coronaria
9,061.014.010,Anemone dichotoma
9,061.014.016,Anemone hortensis
9,061.014.009,Anemone narcissifolia
9,061.014.001,Anemone nemorosa
9,061.014.014,Anemone palmata
9,061.014.013,Anemone pavoniana
9,061.014.017,Anemone pavonina
9,061.014.004,Anemone ranunculoides
9,061.014.008,Anemone reflexa
9,061.014.999,Anemone sp.
9,061.014.011,Anemone sylvestris
9,061.014.003,Anemone trifolia
9,061.014.005,Anemone uralensis
9,061.022.019,Aquilegia alpina
9,061.022.009,Aquilegia atrata
9,061.022.011,Aquilegia aurea
9,061.022.017,Aquilegia bernardii
9,061.022.015,Aquilegia bertolonii
9,061.022.008,Aquilegia dinarica
9,061.022.013,Aquilegia einseleana
9,061.022.018,Aquilegia grata
9,061.022.012,Aquilegia kitaibelii
9,061.022.001,Aquilegia litardierei
9,061.022.010,Aquilegia nigricans
9,061.022.005,Aquilegia nuragica
9,061.022.007,Aquilegia ottonis
9,061.022.004,Aquilegia pancicii
9,061.022.016,Aquilegia pyrenaica
9,061.022.999,Aquilegia sp.
9,061.022.014,Aquilegia thalictrifolia
9,061.022.002,Aquilegia transsilvanica
9,061.022.006,Aquilegia viscosa
9,061.022.003,Aquilegia vulgaris
9,061.003.001,Callianthemum anemonoides
9,061.003.003,Callianthemum coriandrifolium
9,061.003.002,Callianthemum kernerianum
9,061.003.999,Callianthemum sp.
9,061.010.001,Caltha palustris
9,061.020.001,Ceratocephala falcata
9,061.020.999,Ceratocephala sp.
9,061.020.002,Ceratocephala testiculata
9,061.009.001,Cimicifuga europaea
9,061.017.010,Clematis alpina
9,061.017.008,Clematis campaniflora
9,061.017.006,Clematis cirrhosa
9,061.017.001,Clematis flammula
9,061.017.009,Clematis integrifolia
9,061.017.003,Clematis orientalis
9,061.017.005,Clematis pseudoflammula
9,061.017.004,Clematis recta
9,061.017.999,Clematis sp.
9,061.017.002,Clematis vitalba
9,061.017.007,Clematis viticella
9,061.013.001,Consolida aconiti
9,061.013.005,Consolida ajacis
9,061.013.006,Consolida brevicornis
9,061.013.002,Consolida hellespontica
9,061.013.013,Consolida mauritanica
9,061.013.003,Consolida orientalis
9,061.013.004,Consolida phrygia
9,061.013.012,Consolida pubescens
9,061.013.009,Consolida raveyi
9,061.013.010,Consolida regalis
9,061.013.999,Consolida sp.
9,061.013.011,Consolida tenuissima
9,061.013.008,Consolida tuntasiana
9,061.013.007,Consolida uechtritziana
9,061.012.013,Delphinium albiflorum
9,061.012.018,Delphinium ambiguum
9,061.012.020,Delphinium balcanicum
9,061.012.012,Delphinium bolosii
9,061.012.006,Delphinium cuneatum
9,061.012.002,Delphinium dubium
9,061.012.007,Delphinium dyctiocarpum
9,061.012.004,Delphinium elatum
9,061.012.010,Delphinium emarginatum
9,061.012.011,Delphinium fissum
9,061.012.021,Delphinium gracile
9,061.012.019,Delphinium halteratum
9,061.012.022,Delphinium hellenicum
9,061.012.017,Delphinium hirschfeldianum
9,061.012.008,Delphinium middendorffii
9,061.012.001,Delphinium montanum
9,061.012.003,Delphinium oxysepalum
9,061.012.009,Delphinium pentagynum
9,061.012.016,Delphinium peregrinum
