LCODE,SITECODE,,SDATE,SECTION,FIELDNAME,VALUE,BROODED,,,,,,,
1,T08,,12-Sep-05,3,93,2,,,2005,9,12,,49,Abundance
1,T08,,12-Sep-05,5,93,1,,,2005,9,12,,49,Abundance
1,T10,,13-Sep-05,11,93,1,,,2005,9,13,,49,Abundance
1,T01,,15-Sep-05,2,93,1,,,2005,9,15,,49,Abundance
1,T05,,19-Sep-05,1,93,1,,,2005,9,19,,49,Abundance
1,T05,,19-Sep-05,2,93,1,,,2005,9,19,,49,Abundance
1,T05,,19-Sep-05,7,93,1,,,2005,9,19,,49,Abundance
1,T05,,19-Sep-05,9,93,2,,,2005,9,19,,49,Abundance
1,T05,,19-Sep-05,10,93,1,,,2005,9,19,,49,Abundance
1,T08,,20-Sep-05,4,93,1,,,2005,9,20,,49,Abundance
1,T08,,20-Sep-05,5,93,1,,,2005,9,20,,49,Abundance
1,T08,,20-Sep-05,7,93,2,,,2005,9,20,,49,Abundance
1,T08,,20-Sep-05,8,93,1,,,2005,9,20,,49,Abundance
1,T09,,21-Sep-05,1,93,2,,,2005,9,21,,49,Abundance
1,T09,,21-Sep-05,2,93,1,,,2005,9,21,,49,Abundance
1,T08,,04-Oct-05,7,93,1,,,2005,10,4,,49,Abundance
1,T05,,29-Apr-06,5,93,1,,,2006,4,29,,49,Abundance
1,T05,,29-Apr-06,10,93,1,,,2006,4,29,,49,Abundance
1,T06,,05-May-06,2,93,1,,,2006,5,5,,49,Abundance
1,T09,,10-May-06,2,93,1,,,2006,5,10,,49,Abundance
1,T09,,10-May-06,4,93,1,,,2006,5,10,,49,Abundance
1,T05,,11-May-06,10,93,1,,,2006,5,11,,49,Abundance
1,T08,,18-May-06,7,93,1,,,2006,5,18,,49,Abundance
1,T08,,18-May-06,8,93,2,,,2006,5,18,,49,Abundance
1,T05,,31-May-06,14,93,1,,,2006,5,31,,49,Abundance
1,T05,,31-May-06,4,93,1,,,2006,5,31,,49,Abundance
1,T05,,31-May-06,9,93,1,,,2006,5,31,,49,Abundance
1,T05,,31-May-06,10,93,1,,,2006,5,31,,49,Abundance
1,T05,,03-Jun-06,5,93,3,,,2006,6,3,,49,Abundance
1,T05,,03-Jun-06,10,93,2,,,2006,6,3,,49,Abundance
1,T09,,11-Jun-06,4,93,2,,,2006,6,11,,49,Abundance
1,T09,,11-Jun-06,3,93,1,,,2006,6,11,,49,Abundance
1,T08,,12-Jun-06,4,93,1,,,2006,6,12,,49,Abundance
1,T08,,12-Jun-06,5,93,4,,,2006,6,12,,49,Abundance
1,T08,,12-Jun-06,8,93,2,,,2006,6,12,,49,Abundance
1,T05,,15-Jun-06,11,93,2,,,2006,6,15,,49,Abundance
1,T05,,15-Jun-06,13,93,1,,,2006,6,15,,49,Abundance
1,T10,,15-Jun-06,11,93,3,,,2006,6,15,,49,Abundance
1,T05,,15-Jun-06,2,93,1,,,2006,6,15,,49,Abundance
1,T05,,15-Jun-06,5,93,1,,,2006,6,15,,49,Abundance
1,T05,,15-Jun-06,9,93,3,,,2006,6,15,,49,Abundance
1,T05,,15-Jun-06,10,93,3,,,2006,6,15,,49,Abundance
1,T06,,16-Jun-06,2,93,4,,,2006,6,16,,49,Abundance
1,T01,,17-Jun-06,2,93,1,,,2006,6,17,,49,Abundance
1,T10,,20-Jun-06,9,93,3,,,2006,6,20,,49,Abundance
1,T10,,20-Jun-06,12,93,1,,,2006,6,20,,49,Abundance
1,T10,,20-Jun-06,11,93,2,,,2006,6,20,,49,Abundance
1,T08,,20-Jun-06,5,93,8,,,2006,6,20,,49,Abundance
1,T08,,20-Jun-06,7,93,3,,,2006,6,20,,49,Abundance
1,T08,,20-Jun-06,8,93,9,,,2006,6,20,,49,Abundance
1,T08,,20-Jun-06,9,93,1,,,2006,6,20,,49,Abundance
1,T06,,22-Jun-06,2,93,1,,,2006,6,22,,49,Abundance
1,T09,,23-Jun-06,1,93,3,,,2006,6,23,,49,Abundance
1,T09,,23-Jun-06,2,93,1,,,2006,6,23,,49,Abundance
1,T09,,23-Jun-06,3,93,3,,,2006,6,23,,49,Abundance
1,T05,,24-Jun-06,13,93,1,,,2006,6,24,,49,Abundance
1,T05,,24-Jun-06,5,93,1,,,2006,6,24,,49,Abundance
1,T05,,24-Jun-06,6,93,2,,,2006,6,24,,49,Abundance
1,T05,,24-Jun-06,9,93,3,,,2006,6,24,,49,Abundance
1,T09,,28-Jun-06,3,93,4,,,2006,6,28,,49,Abundance
1,T09,,28-Jun-06,4,93,1,,,2006,6,28,,49,Abundance
1,T09,,28-Jun-06,1,93,17,,,2006,6,28,,49,Abundance
1,T09,,28-Jun-06,2,93,1,,,2006,6,28,,49,Abundance
1,T08,,29-Jun-06,8,93,1,,,2006,6,29,,49,Abundance
1,T06,,29-Jun-06,10,93,1,,,2006,6,29,,49,Abundance
1,T06,,29-Jun-06,7,93,1,,,2006,6,29,,49,Abundance
1,T05,,03-Jul-06,9,93,2,,,2006,7,3,,49,Abundance
1,T05,,03-Jul-06,10,93,1,,,2006,7,3,,49,Abundance
1,T05,,03-Jul-06,11,93,1,,,2006,7,3,,49,Abundance
1,T09,,04-Jul-06,2,93,2,,,2006,7,4,,49,Abundance
1,T09,,04-Jul-06,3,93,2,,,2006,7,4,,49,Abundance
1,T09,,04-Jul-06,4,93,2,,,2006,7,4,,49,Abundance
1,T05,,11-Jul-06,2,93,1,,,2006,7,11,,49,Abundance
1,T05,,17-Jul-06,12,93,1,,,2006,7,17,,49,Abundance
1,T05,,17-Jul-06,4,93,1,,,2006,7,17,,49,Abundance
1,T05,,17-Jul-06,5,93,1,,,2006,7,17,,49,Abundance
1,T06,,24-Jul-06,1,93,1,,,2006,7,24,,49,Abundance
1,T05,,24-Jul-06,1,93,1,,,2006,7,24,,49,Abundance
1,T05,,24-Jul-06,5,93,2,,,2006,7,24,,49,Abundance
1,T05,,24-Jul-06,7,93,1,,,2006,7,24,,49,Abundance
1,T05,,24-Jul-06,10,93,2,,,2006,7,24,,49,Abundance
1,T09,,25-Jul-06,2,93,1,,,2006,7,25,,49,Abundance
1,T09,,25-Jul-06,4,93,1,,,2006,7,25,,49,Abundance
1,T01,,26-Jul-06,2,93,2,,,2006,7,26,,49,Abundance
1,T01,,26-Jul-06,5,93,1,,,2006,7,26,,49,Abundance
1,T08,,03-Aug-06,3,93,1,,,2006,8,3,,49,Abundance
1,T08,,03-Aug-06,4,93,1,,,2006,8,3,,49,Abundance
1,T09,,03-Aug-06,1,93,1,,,2006,8,3,,49,Abundance
1,T09,,03-Aug-06,3,93,1,,,2006,8,3,,49,Abundance
1,T05,,04-Aug-06,9,93,2,,,2006,8,4,,49,Abundance
1,T05,,04-Aug-06,10,93,2,,,2006,8,4,,49,Abundance
1,T08,,07-Aug-06,8,93,1,,,2006,8,7,,49,Abundance
1,T08,,07-Aug-06,4,93,2,,,2006,8,7,,49,Abundance
1,T05,,07-Aug-06,1,93,1,,,2006,8,7,,49,Abundance
1,T05,,07-Aug-06,3,93,1,,,2006,8,7,,49,Abundance
1,T05,,07-Aug-06,11,93,1,,,2006,8,7,,49,Abundance
1,T05,,07-Aug-06,8,93,1,,,2006,8,7,,49,Abundance
1,T05,,07-Aug-06,9,93,2,,,2006,8,7,,49,Abundance
1,T09,,08-Aug-06,3,93,2,,,2006,8,8,,49,Abundance
1,T09,,08-Aug-06,4,93,1,,,2006,8,8,,49,Abundance
1,T01,,09-Aug-06,2,93,4,,,2006,8,9,,49,Abundance
1,T06,,10-Aug-06,2,93,2,,,2006,8,10,,49,Abundance
1,T08,,15-Aug-06,4,93,1,,,2006,8,15,,49,Abundance
1,T08,,15-Aug-06,3,93,1,,,2006,8,15,,49,Abundance
1,T08,,15-Aug-06,5,93,3,,,2006,8,15,,49,Abundance
1,T08,,15-Aug-06,7,93,1,,,2006,8,15,,49,Abundance
1,T08,,15-Aug-06,8,93,1,,,2006,8,15,,49,Abundance
1,T09,,16-Aug-06,1,93,4,,,2006,8,16,,49,Abundance
1,T06,,16-Aug-06,7,93,1,,,2006,8,16,,49,Abundance
1,T01,,16-Aug-06,2,93,2,,,2006,8,16,,49,Abundance
1,T08,,22-Aug-06,4,93,4,,,2006,8,22,,49,Abundance
1,T08,,22-Aug-06,5,93,3,,,2006,8,22,,49,Abundance
1,T08,,22-Aug-06,7,93,1,,,2006,8,22,,49,Abundance
1,T08,,22-Aug-06,8,93,3,,,2006,8,22,,49,Abundance
1,T06,,22-Aug-06,2,93,1,,,2006,8,22,,49,Abundance
1,T06,,22-Aug-06,3,93,1,,,2006,8,22,,49,Abundance
1,T05,,22-Aug-06,6,93,1,,,2006,8,22,,49,Abundance
1,T05,,22-Aug-06,7,93,1,,,2006,8,22,,49,Abundance
1,T05,,22-Aug-06,8,93,3,,,2006,8,22,,49,Abundance
1,T05,,22-Aug-06,9,93,7,,,2006,8,22,,49,Abundance
1,T05,,22-Aug-06,10,93,1,,,2006,8,22,,49,Abundance
1,T05,,22-Aug-06,11,93,1,,,2006,8,22,,49,Abundance
1,T01,,24-Aug-06,2,93,1,,,2006,8,24,,49,Abundance
1,T09,,24-Aug-06,2,93,3,,,2006,8,24,,49,Abundance
1,T05,,28-Aug-06,15,93,2,,,2006,8,28,,49,Abundance
1,T05,,28-Aug-06,4,93,2,,,2006,8,28,,49,Abundance
1,T05,,28-Aug-06,7,93,2,,,2006,8,28,,49,Abundance
1,T05,,28-Aug-06,9,93,2,,,2006,8,28,,49,Abundance
1,T05,,28-Aug-06,10,93,2,,,2006,8,28,,49,Abundance
1,T05,,28-Aug-06,11,93,3,,,2006,8,28,,49,Abundance
1,T05,,28-Aug-06,14,93,3,,,2006,8,28,,49,Abundance
1,T08,,29-Aug-06,3,93,2,,,2006,8,29,,49,Abundance
1,T08,,29-Aug-06,4,93,3,,,2006,8,29,,49,Abundance
1,T08,,29-Aug-06,5,93,1,,,2006,8,29,,49,Abundance
1,T08,,29-Aug-06,7,93,1,,,2006,8,29,,49,Abundance
1,T08,,29-Aug-06,8,93,1,,,2006,8,29,,49,Abundance
1,T01,,30-Aug-06,4,93,1,,,2006,8,30,,49,Abundance
1,T06,,30-Aug-06,9,93,1,,,2006,8,30,,49,Abundance
1,T08,,04-Sep-06,4,93,1,,,2006,9,4,,49,Abundance
1,T08,,04-Sep-06,7,93,1,,,2006,9,4,,49,Abundance
1,T08,,04-Sep-06,8,93,1,,,2006,9,4,,49,Abundance
1,T06,,04-Sep-06,10,93,1,,,2006,9,4,,49,Abundance
1,T05,,05-Sep-06,2,93,1,,,2006,9,5,,49,Abundance
1,T05,,05-Sep-06,6,93,2,,,2006,9,5,,49,Abundance
1,T05,,05-Sep-06,8,93,1,,,2006,9,5,,49,Abundance
1,T05,,05-Sep-06,9,93,7,,,2006,9,5,,49,Abundance
1,T05,,05-Sep-06,10,93,3,,,2006,9,5,,49,Abundance
1,T05,,05-Sep-06,11,93,1,,,2006,9,5,,49,Abundance
1,T05,,05-Sep-06,12,93,1,,,2006,9,5,,49,Abundance
1,T05,,05-Sep-06,14,93,2,,,2006,9,5,,49,Abundance
1,T09,,07-Sep-06,1,93,1,,,2006,9,7,,49,Abundance
1,T10,,11-Sep-06,11,93,1,,,2006,9,11,,49,Abundance
1,T05,,12-Sep-06,15,93,1,,,2006,9,12,,49,Abundance
1,T05,,12-Sep-06,7,93,1,,,2006,9,12,,49,Abundance
1,T05,,12-Sep-06,11,93,1,,,2006,9,12,,49,Abundance
1,T05,,12-Sep-06,13,93,1,,,2006,9,12,,49,Abundance
1,T05,,19-Sep-06,10,93,2,,,2006,9,19,,49,Abundance
1,T05,,19-Sep-06,14,93,3,,,2006,9,19,,49,Abundance
1,T05,,19-Sep-06,4,93,1,,,2006,9,19,,49,Abundance
1,T05,,19-Sep-06,5,93,1,,,2006,9,19,,49,Abundance
1,T05,,19-Sep-06,9,93,2,,,2006,9,19,,49,Abundance
1,T05,,26-Sep-06,9,93,1,,,2006,9,26,,49,Abundance
1,T06,,27-Sep-06,7,93,1,,,2006,9,27,,49,Abundance
1,T09,,12-Apr-07,2,93,1,,,2007,4,12,,49,Abundance
1,T09,,12-Apr-07,3,93,2,,,2007,4,12,,49,Abundance
1,T05,,17-Apr-07,2,93,1,,,2007,4,17,,49,Abundance
1,T05,,17-Apr-07,5,93,4,,,2007,4,17,,49,Abundance
1,T05,,17-Apr-07,14,93,1,,,2007,4,17,,49,Abundance
1,T01,,18-Apr-07,4,93,2,,,2007,4,18,,49,Abundance
1,T01,,18-Apr-07,5,93,2,,,2007,4,18,,49,Abundance
1,T06,,19-Apr-07,2,93,1,,,2007,4,19,,49,Abundance
1,T06,,25-Apr-07,3,93,1,,,2007,4,25,,49,Abundance
1,T05,,28-Apr-07,9,93,1,,,2007,4,28,,49,Abundance
1,T05,,28-Apr-07,10,93,1,,,2007,4,28,,49,Abundance
1,T09,,30-Apr-07,2,93,2,,,2007,4,30,,49,Abundance
1,T09,,30-Apr-07,4,93,1,,,2007,4,30,,49,Abundance
1,T03,,02-May-07,4,93,2,,,2007,5,2,,49,Abundance
1,T05,,02-May-07,5,93,3,,,2007,5,2,,49,Abundance
1,T03,,02-May-07,3,93,1,,,2007,5,2,,49,Abundance
1,T03,,09-May-07,10,93,2,,,2007,5,9,,49,Abundance
1,T09,,16-May-07,2,93,2,,,2007,5,16,,49,Abundance
1,T09,,16-May-07,3,93,1,,,2007,5,16,,49,Abundance
1,T03,,16-May-07,10,93,1,,,2007,5,16,,49,Abundance
1,T10,,22-May-07,11,93,1,,,2007,5,22,,49,Abundance
1,T06,,22-May-07,2,93,1,,,2007,5,22,,49,Abundance
1,T05,,23-May-07,10,93,1,,,2007,5,23,,49,Abundance
1,T09,,24-May-07,1,93,1,,,2007,5,24,,49,Abundance
1,T09,,24-May-07,2,93,2,,,2007,5,24,,49,Abundance
1,T09,,24-May-07,4,93,2,,,2007,5,24,,49,Abundance
1,T05,,29-May-07,7,93,1,,,2007,5,29,,49,Abundance
1,T08,,01-Jun-07,8,93,1,,,2007,6,1,,49,Abundance
1,T03,,07-Jun-07,2,93,1,,,2007,6,7,,49,Abundance
1,T09,,08-Jun-07,4,93,1,,,2007,6,8,,49,Abundance
1,T09,,08-Jun-07,1,93,1,,,2007,6,8,,49,Abundance
1,T05,,10-Jun-07,5,93,1,,,2007,6,10,,49,Abundance
1,T05,,18-Jun-07,9,93,1,,,2007,6,18,,49,Abundance
1,T09,,09-Jul-07,1,93,1,,,2007,7,9,,49,Abundance
1,T09,,09-Jul-07,2,93,1,,,2007,7,9,,49,Abundance
1,T09,,09-Jul-07,4,93,1,,,2007,7,9,,49,Abundance
1,T01,,18-Jul-07,5,93,1,,,2007,7,18,,49,Abundance
1,T01,,18-Jul-07,10,93,1,,,2007,7,18,,49,Abundance
1,T10,,18-Jul-07,11,93,1,,,2007,7,18,,49,Abundance
1,T06,,18-Jul-07,7,93,1,,,2007,7,18,,49,Abundance
1,T01,,18-Jul-07,2,93,2,,,2007,7,18,,49,Abundance
1,T08,,19-Jul-07,2,93,1,,,2007,7,19,,49,Abundance
1,T09,,24-Jul-07,1,93,1,,,2007,7,24,,49,Abundance
1,T09,,24-Jul-07,2,93,1,,,2007,7,24,,49,Abundance
1,T06,,24-Jul-07,7,93,1,,,2007,7,24,,49,Abundance
1,T06,,24-Jul-07,2,93,2,,,2007,7,24,,49,Abundance
1,T05,,24-Jul-07,12,93,1,,,2007,7,24,,49,Abundance
1,T01,,24-Jul-07,2,93,1,,,2007,7,24,,49,Abundance
1,T05,,31-Jul-07,1,93,1,,,2007,7,31,,49,Abundance
1,T05,,31-Jul-07,3,93,2,,,2007,7,31,,49,Abundance
1,T05,,31-Jul-07,5,93,1,,,2007,7,31,,49,Abundance
1,T09,,01-Aug-07,1,93,1,,,2007,8,1,,49,Abundance
1,T09,,01-Aug-07,3,93,1,,,2007,8,1,,49,Abundance
1,T08,,03-Aug-07,7,93,1,,,2007,8,3,,49,Abundance
1,T03,,03-Aug-07,3,93,1,,,2007,8,3,,49,Abundance
1,T10,,07-Aug-07,11,93,2,,,2007,8,7,,49,Abundance
1,T05,,07-Aug-07,9,93,1,,,2007,8,7,,49,Abundance
1,T09,,09-Aug-07,2,93,1,,,2007,8,9,,49,Abundance
1,T09,,09-Aug-07,4,93,1,,,2007,8,9,,49,Abundance
1,T09,,09-Aug-07,1,93,1,,,2007,8,9,,49,Abundance
1,T08,,13-Aug-07,4,93,2,,,2007,8,13,,49,Abundance
1,T08,,13-Aug-07,5,93,1,,,2007,8,13,,49,Abundance
1,T08,,13-Aug-07,3,93,1,,,2007,8,13,,49,Abundance
1,T06,,13-Aug-07,2,93,1,,,2007,8,13,,49,Abundance
1,T06,,13-Aug-07,7,93,2,,,2007,8,13,,49,Abundance
1,T03,,15-Aug-07,3,93,1,,,2007,8,15,,49,Abundance
1,T05,,22-Aug-07,11,93,2,,,2007,8,22,,49,Abundance
1,T08,,23-Aug-07,4,93,2,,,2007,8,23,,49,Abundance
1,T01,,23-Aug-07,2,93,1,,,2007,8,23,,49,Abundance
1,T05,,27-Aug-07,9,93,2,,,2007,8,27,,49,Abundance
1,T05,,27-Aug-07,11,93,1,,,2007,8,27,,49,Abundance
1,T05,,27-Aug-07,13,93,3,,,2007,8,27,,49,Abundance
1,T05,,27-Aug-07,14,93,2,,,2007,8,27,,49,Abundance
1,T08,,28-Aug-07,3,93,1,,,2007,8,28,,49,Abundance
1,T08,,28-Aug-07,4,93,2,,,2007,8,28,,49,Abundance
1,T08,,28-Aug-07,5,93,3,,,2007,8,28,,49,Abundance
1,T08,,28-Aug-07,6,93,1,,,2007,8,28,,49,Abundance
1,T10,,29-Aug-07,9,93,1,,,2007,8,29,,49,Abundance
1,T06,,29-Aug-07,3,93,1,,,2007,8,29,,49,Abundance
1,T03,,29-Aug-07,7,93,1,,,2007,8,29,,49,Abundance
1,T03,,29-Aug-07,3,93,3,,,2007,8,29,,49,Abundance
1,T01,,30-Aug-07,2,93,1,,,2007,8,30,,49,Abundance
1,T01,,30-Aug-07,5,93,1,,,2007,8,30,,49,Abundance
1,T06,,03-Sep-07,10,93,1,,,2007,9,3,,49,Abundance
1,T08,,04-Sep-07,3,93,3,,,2007,9,4,,49,Abundance
1,T08,,04-Sep-07,4,93,4,,,2007,9,4,,49,Abundance
1,T08,,04-Sep-07,5,93,5,,,2007,9,4,,49,Abundance
1,T08,,04-Sep-07,6,93,2,,,2007,9,4,,49,Abundance
1,T08,,04-Sep-07,7,93,1,,,2007,9,4,,49,Abundance
1,T08,,04-Sep-07,8,93,1,,,2007,9,4,,49,Abundance
1,T08,,04-Sep-07,9,93,1,,,2007,9,4,,49,Abundance
1,T05,,05-Sep-07,8,93,1,,,2007,9,5,,49,Abundance
1,T05,,05-Sep-07,9,93,1,,,2007,9,5,,49,Abundance
1,T05,,05-Sep-07,15,93,1,,,2007,9,5,,49,Abundance
1,T03,,05-Sep-07,1,93,1,,,2007,9,5,,49,Abundance
1,T03,,05-Sep-07,7,93,1,,,2007,9,5,,49,Abundance
1,T03,,05-Sep-07,9,93,1,,,2007,9,5,,49,Abundance
1,T01,,06-Sep-07,5,93,1,,,2007,9,6,,49,Abundance
1,T01,,06-Sep-07,6,93,2,,,2007,9,6,,49,Abundance
1,T01,,06-Sep-07,8,93,1,,,2007,9,6,,49,Abundance
1,T08,,10-Sep-07,4,93,3,,,2007,9,10,,49,Abundance
1,T08,,10-Sep-07,5,93,1,,,2007,9,10,,49,Abundance
1,T08,,10-Sep-07,9,93,1,,,2007,9,10,,49,Abundance
1,T05,,12-Sep-07,4,93,1,,,2007,9,12,,49,Abundance
1,T05,,12-Sep-07,6,93,1,,,2007,9,12,,49,Abundance
1,T05,,12-Sep-07,9,93,3,,,2007,9,12,,49,Abundance
1,T05,,12-Sep-07,10,93,2,,,2007,9,12,,49,Abundance
1,T03,,12-Sep-07,3,93,3,,,2007,9,12,,49,Abundance
1,T05,,12-Sep-07,13,93,1,,,2007,9,12,,49,Abundance
1,T05,,12-Sep-07,14,93,3,,,2007,9,12,,49,Abundance
1,T05,,12-Sep-07,15,93,1,,,2007,9,12,,49,Abundance
1,T06,,13-Sep-07,2,93,1,,,2007,9,13,,49,Abundance
1,T01,,14-Sep-07,10,93,1,,,2007,9,14,,49,Abundance
1,T06,,19-Sep-07,2,93,1,,,2007,9,19,,49,Abundance
1,T05,,27-Sep-07,15,93,1,,,2007,9,27,,49,Abundance
1,T05,,27-Sep-07,9,93,1,,,2007,9,27,,49,Abundance
1,T08,,04-Oct-07,4,93,1,,,2007,10,4,,49,Abundance
1,T08,,04-Oct-07,8,93,1,,,2007,10,4,,49,Abundance
1,T08,,04-Oct-07,7,93,3,,,2007,10,4,,49,Abundance
1,T05,,03-Apr-08,10,93,2,,,2008,4,3,,49,Abundance
1,T05,,02-May-08,4,93,1,,,2008,5,2,,49,Abundance
1,T05,,02-May-08,10,93,2,,,2008,5,2,,49,Abundance
1,T03,,06-May-08,4,93,2,,,2008,5,6,,49,Abundance
1,T05,,06-May-08,10,93,2,,,2008,5,6,,49,Abundance
1,T09,,07-May-08,1,93,2,,,2008,5,7,,49,Abundance
1,T09,,07-May-08,3,93,1,,,2008,5,7,,49,Abundance
1,T09,,07-May-08,4,93,1,,,2008,5,7,,49,Abundance
1,T05,,13-May-08,2,93,2,,,2008,5,13,,49,Abundance
1,T05,,13-May-08,10,93,1,,,2008,5,13,,49,Abundance
1,T03,,14-May-08,4,93,2,,,2008,5,14,,49,Abundance
1,T10,,14-May-08,11,93,1,,,2008,5,14,,49,Abundance
1,T01,,21-May-08,2,93,1,,,2008,5,21,,49,Abundance
1,T03,,21-May-08,3,93,1,,,2008,5,21,,49,Abundance
1,T09,,21-May-08,2,93,2,,,2008,5,21,,49,Abundance
1,T10,,21-May-08,11,93,1,,,2008,5,21,,49,Abundance
1,T08,,22-May-08,4,93,1,,,2008,5,22,,49,Abundance
1,T08,,22-May-08,9,93,1,,,2008,5,22,,49,Abundance
1,T05,,30-May-08,6,93,1,,,2008,5,30,,49,Abundance
1,T05,,30-May-08,11,93,1,,,2008,5,30,,49,Abundance
1,T10,,04-Jun-08,10,93,1,,,2008,6,4,,49,Abundance
1,T01,,05-Jun-08,9,93,2,,,2008,6,5,,49,Abundance
1,T08,,05-Jun-08,5,93,3,,,2008,6,5,,49,Abundance
1,T08,,05-Jun-08,7,93,1,,,2008,6,5,,49,Abundance
1,T08,,05-Jun-08,8,93,1,,,2008,6,5,,49,Abundance
1,T09,,05-Jun-08,1,93,1,,,2008,6,5,,49,Abundance
1,T09,,05-Jun-08,2,93,1,,,2008,6,5,,49,Abundance
1,T05,,09-Jun-08,5,93,2,,,2008,6,9,,49,Abundance
1,T05,,09-Jun-08,6,93,1,,,2008,6,9,,49,Abundance
1,T05,,09-Jun-08,8,93,1,,,2008,6,9,,49,Abundance
1,T05,,09-Jun-08,9,93,2,,,2008,6,9,,49,Abundance
1,T05,,09-Jun-08,10,93,1,,,2008,6,9,,49,Abundance
1,T05,,09-Jun-08,13,93,1,,,2008,6,9,,49,Abundance
1,T08,,10-Jun-08,9,93,1,,,2008,6,10,,49,Abundance
1,T10,,10-Jun-08,11,93,1,,,2008,6,10,,49,Abundance
1,T09,,10-Jun-08,2,93,2,,,2008,6,10,,49,Abundance
1,T09,,10-Jun-08,3,93,2,,,2008,6,10,,49,Abundance
1,T01,,10-Jun-08,8,93,1,,,2008,6,10,,49,Abundance
1,T01,,10-Jun-08,2,93,2,,,2008,6,10,,49,Abundance
1,T05,,10-Jun-08,3,93,1,,,2008,6,10,,49,Abundance
1,T05,,10-Jun-08,4,93,2,,,2008,6,10,,49,Abundance
1,T05,,10-Jun-08,5,93,2,,,2008,6,10,,49,Abundance
1,T05,,10-Jun-08,6,93,4,,,2008,6,10,,49,Abundance
1,T05,,10-Jun-08,7,93,1,,,2008,6,10,,49,Abundance
1,T05,,10-Jun-08,8,93,1,,,2008,6,10,,49,Abundance
1,T05,,10-Jun-08,9,93,3,,,2008,6,10,,49,Abundance
1,T05,,10-Jun-08,14,93,1,,,2008,6,10,,49,Abundance
1,T08,,10-Jun-08,2,93,1,,,2008,6,10,,49,Abundance
1,T08,,10-Jun-08,5,93,5,,,2008,6,10,,49,Abundance
1,T08,,10-Jun-08,6,93,1,,,2008,6,10,,49,Abundance
1,T08,,10-Jun-08,7,93,2,,,2008,6,10,,49,Abundance
1,T08,,10-Jun-08,8,93,4,,,2008,6,10,,49,Abundance
1,T08,,17-Jun-08,6,93,1,,,2008,6,17,,49,Abundance
1,T08,,17-Jun-08,5,93,5,,,2008,6,17,,49,Abundance
1,T08,,17-Jun-08,3,93,1,,,2008,6,17,,49,Abundance
1,T09,,17-Jun-08,1,93,2,,,2008,6,17,,49,Abundance
1,T09,,17-Jun-08,2,93,1,,,2008,6,17,,49,Abundance
1,T03,,18-Jun-08,7,93,1,,,2008,6,18,,49,Abundance
1,T05,,20-Jun-08,7,93,3,,,2008,6,20,,49,Abundance
1,T05,,20-Jun-08,9,93,6,,,2008,6,20,,49,Abundance
1,T05,,20-Jun-08,4,93,2,,,2008,6,20,,49,Abundance
1,T05,,20-Jun-08,6,93,1,,,2008,6,20,,49,Abundance
1,T10,,23-Jun-08,11,93,1,,,2008,6,23,,49,Abundance
1,T06,,24-Jun-08,2,93,3,,,2008,6,24,,49,Abundance
1,T08,,24-Jun-08,5,93,2,,,2008,6,24,,49,Abundance
1,T08,,24-Jun-08,6,93,1,,,2008,6,24,,49,Abundance
1,T08,,24-Jun-08,7,93,1,,,2008,6,24,,49,Abundance
1,T08,,24-Jun-08,8,93,1,,,2008,6,24,,49,Abundance
1,T10,,24-Jun-08,10,93,1,,,2008,6,24,,49,Abundance
1,T10,,24-Jun-08,11,93,1,,,2008,6,24,,49,Abundance
1,T01,,27-Jun-08,5,93,3,,,2008,6,27,,49,Abundance
1,T03,,30-Jun-08,7,93,1,,,2008,6,30,,49,Abundance
1,T05,,30-Jun-08,8,93,1,,,2008,6,30,,49,Abundance
1,T05,,30-Jun-08,9,93,4,,,2008,6,30,,49,Abundance
1,T08,,01-Jul-08,3,93,1,,,2008,7,1,,49,Abundance
1,T08,,01-Jul-08,5,93,5,,,2008,7,1,,49,Abundance
1,T08,,01-Jul-08,6,93,1,,,2008,7,1,,49,Abundance
1,T08,,01-Jul-08,8,93,4,,,2008,7,1,,49,Abundance
1,T05,,01-Jul-08,7,93,1,,,2008,7,1,,49,Abundance
1,T05,,01-Jul-08,10,93,1,,,2008,7,1,,49,Abundance
1,T08,,10-Jul-08,7,93,1,,,2008,7,10,,49,Abundance
1,T08,,10-Jul-08,8,93,2,,,2008,7,10,,49,Abundance
1,T09,,14-Jul-08,2,93,1,,,2008,7,14,,49,Abundance
1,T08,,15-Jul-08,5,93,2,,,2008,7,15,,49,Abundance
1,T08,,22-Jul-08,5,93,2,,,2008,7,22,,49,Abundance
1,T08,,22-Jul-08,2,93,1,,,2008,7,22,,49,Abundance
1,T08,,22-Jul-08,3,93,2,,,2008,7,22,,49,Abundance
1,T08,,22-Jul-08,4,93,3,,,2008,7,22,,49,Abundance
1,T09,,28-Jul-08,4,93,2,,,2008,7,28,,49,Abundance
1,T09,,28-Jul-08,1,93,1,,,2008,7,28,,49,Abundance
1,T09,,28-Jul-08,2,93,2,,,2008,7,28,,49,Abundance
1,T09,,28-Jul-08,3,93,1,,,2008,7,28,,49,Abundance
1,T08,,29-Jul-08,5,93,2,,,2008,7,29,,49,Abundance
1,T09,,30-Jul-08,2,93,2,,,2008,7,30,,49,Abundance
1,T06,,30-Jul-08,2,93,1,,,2008,7,30,,49,Abundance
1,T09,,30-Jul-08,1,93,1,,,2008,7,30,,49,Abundance
1,T08,,05-Aug-08,13,93,2,,,2008,8,5,,49,Abundance
